"Domain","Base Domain","URL","Branch","Agency","State","Redirect","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"sos.dep.no","sos.dep.no","http://sos.dep.no","","","","Yes","dotgov","No","No","No","","","","","","No"
"sosialdumping.no","sosialdumping.no","http://sosialdumping.no","","Arbeidstilsynet","","Yes","dotgov","No","No","No","","","","","","No"
"sosialtilsyn.no","sosialtilsyn.no","http://www.sosialtilsyn.no","","Statens Helsetilsyn","","No","dotgov","No","No","No","","","","","","No"
"sosialtilsynet.no","sosialtilsynet.no","http://www.sosialtilsynet.no","","Statens Helsetilsyn","","No","dotgov","No","No","No","","","","","","No"
"spacecenter.no","spacecenter.no","http://spacecenter.no","","Norsk Romsenter","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"spacecentre.no","spacecentre.no","http://spacecentre.no","","Norsk Romsenter","","Yes","dotgov","No","No","No","","","","","","No"
"spaceweather.no","spaceweather.no","http://www.spaceweather.no","","Universitetet I Tromsø - Norges Arktiske Universitet","","No","dotgov","No","No","No","","","","","","No"
"spesialist-time.no","spesialist-time.no","http://spesialist-time.no","","Helsedirektoratet","","Yes","dotgov","No","No","No","","","","","","No"
"spesialisttime.no","spesialisttime.no","http://spesialisttime.no","","Helsedirektoratet","","Yes","dotgov","No","No","No","","","","","","No"
"sph.dep.no","sph.dep.no","http://sph.dep.no","","","","Yes","dotgov","No","No","No","","","","","","No"
"spillbehandling.no","spillbehandling.no","http://spillbehandling.no","","Sykehuset Innlandet Hf","","No","dotgov","No","No","No","","","","","","No"
"spilleklar.no","spilleklar.no","http://spilleklar.no","","Norges Idrettshøgskole","","No","dotgov","No","No","No","","","","","","No"
"spillemidlene.no","spillemidlene.no","http://spillemidlene.no","","Kulturdepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"spilleproblematikk.no","spilleproblematikk.no","http://spilleproblematikk.no","","Høgskolen I Lillehammer","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"spillinformasjon.no","spillinformasjon.no","http://spillinformasjon.no","","Lotteri- og Stiftelsestilsynet","","No","dotgov","No","No","No","","","","","","No"
"spor-oss.no","spor-oss.no","http://spor-oss.no","","Skatteetaten","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"sporbarneombudet.no","sporbarneombudet.no","http://sporbarneombudet.no","","Barneombudet","","Yes","dotgov","No","No","No","","","","","","No"
"sportlab.no","sportlab.no","http://sportlab.no","","Høgskolen I Molde","","No","dotgov","No","No","No","","","","","","No"
"spraakloyper.no","spraakloyper.no","http://www.spraakloyper.no","","Universitetet I Stavanger","","Yes","dotgov","No","No","No","","","","","","No"
"sprakbanken.no","sprakbanken.no","http://sprakbanken.no","","Nasjonalbiblioteket","","Yes","dotgov","No","No","No","","","","","","No"
"sprakloyper.no","sprakloyper.no","http://sprakloyper.no","","Universitetet I Stavanger","","Yes","dotgov","No","No","No","","","","","","No"
"sprakrad.no","sprakrad.no","http://sprakrad.no","","Språkrådet","","Yes","dotgov","No","No","No","","","","","","No"
"sprakradet.no","sprakradet.no","http://sprakradet.no","","Språkrådet","","No","dotgov","No","No","No","","","","","","No"
"sprakval.no","sprakval.no","http://www.sprakval.no","","Høgskolen I Østfold","","No","dotgov","No","No","No","","","","","","No"
"sprakvalg.no","sprakvalg.no","http://www.sprakvalg.no","","Høgskolen I Østfold","","No","dotgov","No","No","No","","","","","","No"
"srff.no","srff.no","http://srff.no","","Barne-, Ungdoms- og Familiedirektoratet","","Yes","dotgov","No","No","No","","","","","","No"
"srlf.no","srlf.no","http://srlf.no","","Barne-, Ungdoms- og Familiedirektoratet","","Yes","dotgov","No","No","No","","","","","","No"
"ssb.no","ssb.no","https://www.ssb.no","","Statistisk Sentralbyrå","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"sshf.no","sshf.no","https://sshf.no","","Sørlandet Sykehus Hf","","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"ssn-norway.no","ssn-norway.no","http://ssn-norway.no","","Kystverket","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"sso.no","sso.no","http://sso.no","","Stavanger Symfoniorkester Stiftelse","","No","dotgov","No","No","No","","","","","","No"
"stami.no","stami.no","https://stami.no","","Statens Arbeidsmiljøinstitutt","","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"stamiweber.no","stamiweber.no","http://www.stamiweber.no","","Statens Arbeidsmiljøinstitutt","","Yes","dotgov","No","No","No","","","","","","No"
"starteogdrivebedrift.no","starteogdrivebedrift.no","http://starteogdrivebedrift.no","","Registerenheten I Brønnøysund","","Yes","dotgov","No","No","No","","","","","","No"
"starteogdrivebedriftdagen.no","starteogdrivebedriftdagen.no","http://starteogdrivebedriftdagen.no","","Registerenheten I Brønnøysund","","Yes","dotgov","No","No","No","","","","","","No"
"startlaan.no","startlaan.no","http://startlaan.no","","Husbanken","","No","dotgov","No","No","No","","","","","","No"
"startlan.no","startlan.no","http://startlan.no","","Husbanken","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"startpakke.no","startpakke.no","http://www.startpakke.no","","Statens Vegvesen","","Yes","dotgov","No","No","No","","","","","","No"
"stat.no","stat.no","http://stat.no","","Departementenes Sikkerhets- og Serviceorganisasjon (Dss)","","Yes","dotgov","No","No","No","","","","","","No"
"staten.no","staten.no","http://staten.no","","Statsministerens Kontor","","No","dotgov","No","No","No","","","","","","No"
"statens-dykkerskole.no","statens-dykkerskole.no","http://statens-dykkerskole.no","","Høgskolen I Bergen","","Yes","dotgov","No","No","No","","","","","","No"
"statens-innkrevingssentral.no","statens-innkrevingssentral.no","http://statens-innkrevingssentral.no","","Statens Innkrevingssentral","","No","dotgov","No","No","No","","","","","","No"
"statens-obligasjonsfond.no","statens-obligasjonsfond.no","http://www.statens-obligasjonsfond.no","","Folketrygdfondet","","Yes","dotgov","No","No","No","","","","","","No"
"statens-standardavtaler.no","statens-standardavtaler.no","http://www.statens-standardavtaler.no","","Direktoratet For Forvaltning og Ikt","","No","dotgov","No","No","No","","","","","","No"
"statensbarnehus.no","statensbarnehus.no","https://statensbarnehus.no","","Politidirektoratet","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"statensbyggeskikkpris.no","statensbyggeskikkpris.no","http://statensbyggeskikkpris.no","","Husbanken","","No","dotgov","No","No","No","No","Yes","Yes","No","Yes","No"
"statensfagskole.no","statensfagskole.no","http://statensfagskole.no","","Vea - Statens Fagskole For Gartnere og Blomsterdekoratører","","Yes","dotgov","No","No","No","","","","","","No"
"statenshavarikommisjon.no","statenshavarikommisjon.no","http://statenshavarikommisjon.no","","Statens Havarikommisjon For Transport","","No","dotgov","No","No","No","","","","","","No"
"statensidrettskonferanse.no","statensidrettskonferanse.no","http://statensidrettskonferanse.no","","Kulturdepartementet","","No","dotgov","No","No","No","","","","","","No"
"statensjernbanetilsyn.no","statensjernbanetilsyn.no","http://statensjernbanetilsyn.no","","Statens Jernbanetilsyn","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"statenslandbruksforvaltning.no","statenslandbruksforvaltning.no","http://statenslandbruksforvaltning.no","","Landbruksdirektoratet","","Yes","dotgov","No","No","No","","","","","","No"
"statensobligasjonsfond.no","statensobligasjonsfond.no","http://www.statensobligasjonsfond.no","","Folketrygdfondet","","Yes","dotgov","No","No","No","","","","","","No"
"statenspensjonsfondnorge.no","statenspensjonsfondnorge.no","http://www.statenspensjonsfondnorge.no","","Folketrygdfondet","","Yes","dotgov","No","No","No","","","","","","No"
"statensregnskap.no","statensregnskap.no","http://statensregnskap.no","","Direktoratet For Økonomistyring","","No","dotgov","No","No","No","","","","","","No"
"statensvegtilsyn.no","statensvegtilsyn.no","http://statensvegtilsyn.no","","Statens Vegvesen","","No","dotgov","No","No","No","","","","","","No"
"statensvegvesen.no","statensvegvesen.no","http://www.statensvegvesen.no","","Statens Vegvesen","","Yes","dotgov","No","No","No","","","","","","No"
"statensveitilsyn.no","statensveitilsyn.no","http://statensveitilsyn.no","","Statens Vegvesen","","No","dotgov","No","No","No","","","","","","No"
"statistics.no","statistics.no","http://www.statistics.no","","Statistisk Sentralbyrå","","Yes","dotgov","No","No","No","","","","","","No"
"statistikkbank.no","statistikkbank.no","http://www.statistikkbank.no","","Vox-Nasjonalt Fagorgan For Kompetansepolitikk","","No","dotgov","No","No","No","","","","","","No"
"statogkirke.no","statogkirke.no","http://statogkirke.no","","Kulturdepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"statped.no","statped.no","http://www.statped.no","","Statped","","No","dotgov","No","No","No","","","","","","No"
"statres.no","statres.no","http://statres.no","","Kommunal- og Moderniserings- Departementet","","Yes","dotgov","No","No","No","","","","","","No"
"statsarkivet.no","statsarkivet.no","http://statsarkivet.no","","Arkivverket","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"statsbudsjett.dep.no","statsbudsjett.dep.no","http://statsbudsjett.dep.no","","","","Yes","dotgov","No","No","No","No","Yes","No","No","Yes","No"
"statsbudsjett.no","statsbudsjett.no","http://statsbudsjett.no","","Finansdepartementet","","Yes","dotgov","No","No","No","No","Yes","No","No","Yes","No"
"statsbudsjettet.dep.no","statsbudsjettet.dep.no","http://statsbudsjettet.dep.no","","","","Yes","dotgov","No","No","No","No","Yes","No","No","Yes","No"
"statsbudsjettet.no","statsbudsjettet.no","https://www.statsbudsjettet.no","","Finansdepartementet","","No","dotgov","No","Yes","No","No","Yes","No","No","Yes","No"
"statsminister.no","statsminister.no","http://statsminister.no","","Statsministerens Kontor","","No","dotgov","No","No","No","","","","","","No"
"statsministeren.no","statsministeren.no","http://statsministeren.no","","Statsministerens Kontor","","Yes","dotgov","No","No","No","","","","","","No"
"statsraaden.no","statsraaden.no","http://www.statsraaden.no","","Regjeringsadvokaten","","No","dotgov","No","No","No","","","","","","No"
"statsregnskapet.no","statsregnskapet.no","http://statsregnskapet.no","","Direktoratet For Økonomistyring","","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"statvoks.no","statvoks.no","http://www.statvoks.no","","Vox-Nasjonalt Fagorgan For Kompetansepolitikk","","Yes","dotgov","No","No","No","","","","","","No"
"stavanger-universitetssjukehus.no","stavanger-universitetssjukehus.no","http://stavanger-universitetssjukehus.no","","Helse Stavanger Hf","","No","dotgov","No","No","No","","","","","","No"
"stavanger-universitetssykehus.no","stavanger-universitetssykehus.no","http://stavanger-universitetssykehus.no","","Helse Stavanger Hf","","No","dotgov","No","No","No","","","","","","No"
"stedsutvikling.no","stedsutvikling.no","http://stedsutvikling.no","","Klima- og Miljødepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"steinfestival.no","steinfestival.no","http://www.steinfestival.no","","Nidaros Domkirkes Restaureringsarbeider","","No","dotgov","No","No","No","","","","","","No"
"stemmerett.no","stemmerett.no","http://www.stemmerett.no","","Norges Forskningsråd","","No","dotgov","No","No","No","","","","","","No"
"stemmerettsjubileet.no","stemmerettsjubileet.no","http://stemmerettsjubileet.no","","Barne-, Likestillings- og Inkluderingsdepartementet","","No","dotgov","No","No","No","","","","","","No"
"sthalvardshospital.no","sthalvardshospital.no","http://sthalvardshospital.no","","Vestre Viken Hf","","No","dotgov","No","No","No","","","","","","No"
"sthf.no","sthf.no","https://www.sthf.no","","Sykehuset Telemark Hf","","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"sthh.no","sthh.no","http://sthh.no","","Vestre Viken Hf","","No","dotgov","No","No","No","","","","","","No"
"sths.no","sths.no","http://sths.no","","Vestre Viken Hf","","No","dotgov","No","No","No","","","","","","No"
"stiftelseskonferansen.no","stiftelseskonferansen.no","http://stiftelseskonferansen.no","","Lotteri- og Stiftelsestilsynet","","Yes","dotgov","No","No","No","","","","","","No"
"stiftelsestilsynet.no","stiftelsestilsynet.no","http://stiftelsestilsynet.no","","Lotteri- og Stiftelsestilsynet","","Yes","dotgov","No","No","No","","","","","","No"
"stiftingstilsynet.no","stiftingstilsynet.no","http://www.stiftingstilsynet.no","","Lotteri- og Stiftelsestilsynet","","No","dotgov","No","No","No","","","","","","No"
"stipendbasen.no","stipendbasen.no","http://stipendbasen.no","","Norges Forskningsråd","","No","dotgov","No","No","No","","","","","","No"
"stivolda.no","stivolda.no","http://stivolda.no","","Høgskulen I Volda","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"stolav.no","stolav.no","https://stolav.no","","St Olavs Hospital Hf","","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"stolavsleden.no","stolavsleden.no","http://stolavsleden.no","","Riksantikvaren","","Yes","dotgov","No","No","No","","","","","","No"
"stonefestival.no","stonefestival.no","http://stonefestival.no","","Nidaros Domkirkes Restaureringsarbeider","","No","dotgov","No","No","No","","","","","","No"
"stoppgambling.no","stoppgambling.no","http://www.stoppgambling.no","","Lotteri- og Stiftelsestilsynet","","No","dotgov","No","No","No","","","","","","No"
"stoppsosialdumping.no","stoppsosialdumping.no","http://stoppsosialdumping.no","","Arbeidstilsynet","","Yes","dotgov","No","No","No","","","","","","No"
"storstavalt.no","storstavalt.no","http://storstavalt.no","","Kirkerådet","","Yes","dotgov","No","No","No","","","","","","No"
"stortinget.no","stortinget.no","https://stortinget.no","","Stortinget","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"stortinget1905.no","stortinget1905.no","http://www.stortinget1905.no","","Stortinget","","Yes","dotgov","No","No","No","","","","","","No"
"stpd.no","stpd.no","http://stpd.no","","Sør-Trøndelag Politidistrikt","","No","dotgov","No","No","No","","","","","","No"
"straalevern.no","straalevern.no","http://straalevern.no","","Statens Strålevern","","Yes","dotgov","No","No","No","","","","","","No"
"straalevernet.no","straalevernet.no","http://straalevernet.no","","Statens Strålevern","","Yes","dotgov","No","No","No","","","","","","No"
"stralevern.no","stralevern.no","http://www.stralevern.no","","Statens Strålevern","","Yes","dotgov","No","No","No","","","","","","No"
"stralevernet.no","stralevernet.no","http://stralevernet.no","","Statens Strålevern","","Yes","dotgov","No","No","No","","","","","","No"
"straumpris.no","straumpris.no","http://straumpris.no","","Forbrukerrådet","","Yes","dotgov","No","No","No","","","","","","No"
"strikk7.no","strikk7.no","http://strikk7.no","","Høgskulen I Sogn og Fjordane","","No","dotgov","No","No","No","","","","","","No"
"stromlisten.no","stromlisten.no","http://stromlisten.no","","Forbrukerrådet","","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"strompris.no","strompris.no","https://www.strompris.no","","Forbrukerrådet","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"stsh.no","stsh.no","http://stsh.no","","Universitetssykehuset Nord-Norge Hf","","Yes","dotgov","No","No","No","","","","","","No"
"studentbergen.no","studentbergen.no","https://www.studentbergen.no","","Universitetet I Bergen","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"studentfilmfestival.no","studentfilmfestival.no","http://studentfilmfestival.no","","Høgskolen I Lillehammer","","No","dotgov","No","No","No","","","","","","No"
"studentinkubator.no","studentinkubator.no","http://studentinkubator.no","","Høgskolen I Buskerud og Vestfold","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"studentinord.no","studentinord.no","https://www.studentinord.no","","Høgskolen I Narvik","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"studentmenigheten.bergen.no","studentmenigheten.bergen.no","http://www.studentmenigheten.bergen.no","","Bjørgvin Bispedøme","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"studentmenigheten.no","studentmenigheten.no","http://studentmenigheten.no","","Bjørgvin Bispedøme","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"studentombud.no","studentombud.no","http://www.studentombud.no","","Universitetet I Oslo","","Yes","dotgov","No","No","No","","","","","","No"
"studentombudet.no","studentombudet.no","http://www.studentombudet.no","","Universitetet I Oslo","","Yes","dotgov","No","No","No","","","","","","No"
"studentpolitikk.no","studentpolitikk.no","http://studentpolitikk.no","","Høgskolen I Sør-Trøndelag","","No","dotgov","No","No","No","","","","","","No"
"studeriutlandet.no","studeriutlandet.no","http://studeriutlandet.no","","Senter For Internasjonalisering Av Utdanning","","Yes","dotgov","No","No","No","","","","","","No"
"studiebarometer.no","studiebarometer.no","http://studiebarometer.no","","Nasjonalt Organ For Kvalitet I Utdanningen Nokut","","Yes","dotgov","No","No","No","","","","","","No"
"studiebarometeret.no","studiebarometeret.no","http://studiebarometeret.no","","Nasjonalt Organ For Kvalitet I Utdanningen Nokut","","No","dotgov","No","No","No","","","","","","No"
"studieorientering.no","studieorientering.no","https://www.studieorientering.no","","Universitetet I Bergen","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"studieteknikk.no","studieteknikk.no","https://studieteknikk.no","","Høgskolen I Gjøvik","","No","dotgov","No","No","No","","","","","","No"
"studweb.no","studweb.no","https://www.studweb.no","","Universitetet I Oslo","","Yes","dotgov","No","Yes","No","No","Yes","Yes","No","No","No"
"studyinnorway.no","studyinnorway.no","https://www.studyinnorway.no","","Senter For Internasjonalisering Av Utdanning","","No","dotgov","No","Yes","No","No","Yes","Yes","No","No","No"
"studyinorway.no","studyinorway.no","http://studyinorway.no","","Senter For Internasjonalisering Av Utdanning","","Yes","dotgov","No","No","No","","","","","","No"
"studylink.no","studylink.no","http://studylink.no","","Høgskolen I Telemark","","No","dotgov","No","No","No","","","","","","No"
"stus.no","stus.no","http://stus.no","","Helse Stavanger Hf","","No","dotgov","No","No","No","","","","","","No"
"styrekandidater.no","styrekandidater.no","http://www.styrekandidater.no","","Innovasjon Norge","","No","dotgov","No","No","No","","","","","","No"
"summeracademy.no","summeracademy.no","https://summeracademy.no","","Norges Musikkhøgskole","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"sunnaas.no","sunnaas.no","https://www.sunnaas.no","","Sunnaas Sykehus Hf","","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"supplieracademy.no","supplieracademy.no","http://www.supplieracademy.no","","Høgskolen I Buskerud og Vestfold","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"supremecourt.no","supremecourt.no","http://supremecourt.no","","Domstolene I Norge","","Yes","dotgov","No","No","No","","","","","","No"
"sus.no","sus.no","http://sus.no","","Helse Stavanger Hf","","Yes","dotgov","No","No","No","","","","","","No"
"sustainabledestinations.no","sustainabledestinations.no","http://sustainabledestinations.no","","Innovasjon Norge","","No","dotgov","No","No","No","","","","","","No"
"svadagenerator.no","svadagenerator.no","http://svadagenerator.no","","Språkrådet","","No","dotgov","No","No","No","","","","","","No"
"svalbard-global-seed-vault.no","svalbard-global-seed-vault.no","http://svalbard-global-seed-vault.no","","Landbruks- og Matdepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"svalbard-global-seedvault.no","svalbard-global-seedvault.no","http://svalbard-global-seedvault.no","","Landbruks- og Matdepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"svalbard-globale-frohvelv.no","svalbard-globale-frohvelv.no","http://svalbard-globale-frohvelv.no","","Landbruks- og Matdepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"svalbardibilder.no","svalbardibilder.no","http://www.svalbardibilder.no","","Norsk Polarinstitutt","","Yes","dotgov","No","No","No","","","","","","No"
"svalbardkartet.no","svalbardkartet.no","http://svalbardkartet.no","","Norsk Polarinstitutt","","Yes","dotgov","No","No","No","","","","","","No"
"svalbardkirke.no","svalbardkirke.no","http://svalbardkirke.no","","Svalbard Kirke","","Yes","dotgov","No","No","No","","","","","","No"
"svalbardporten.no","svalbardporten.no","http://www.svalbardporten.no","","Sysselmannen På Svalbard","","No","dotgov","No","No","No","","","","","","No"
"svalbards-miljovernfond.no","svalbards-miljovernfond.no","http://svalbards-miljovernfond.no","","Sysselmannen På Svalbard","","Yes","dotgov","No","No","No","","","","","","No"
"svalbardscienceforum.no","svalbardscienceforum.no","http://svalbardscienceforum.no","","Norges Forskningsråd","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"svalbardsmiljovernfond.no","svalbardsmiljovernfond.no","http://svalbardsmiljovernfond.no","","Svalbards Miljøvernfond","","Yes","dotgov","No","No","No","","","","","","No"
"svanhovdgenetics.no","svanhovdgenetics.no","http://svanhovdgenetics.no","","Nibio - Norsk Institutt For Bioøkonomi","","Yes","dotgov","No","No","No","","","","","","No"
"svimmelogaktiv.no","svimmelogaktiv.no","http://svimmelogaktiv.no","","Høgskolen I Bergen","","No","dotgov","No","No","No","","","","","","No"
"syk.no","syk.no","http://www.syk.no","","Universitetssykehuset Nord-Norge Hf","","Yes","dotgov","No","No","No","","","","","","No"
"sykehusapotek-nord.no","sykehusapotek-nord.no","https://sykehusapotek-nord.no","","Sykehusapotek Nord Hf","","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"sykehusapotek.no","sykehusapotek.no","http://sykehusapotek.no","","Sykehusapotekene Hf","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"sykehusapotekene.no","sykehusapotekene.no","https://sykehusapotekene.no","","Sykehusapotekene Hf","","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"sykehusapoteket.no","sykehusapoteket.no","https://sykehusapoteket.no","","Sykehusapotekene I Midt-Norge Hf","","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"sykehusbygghf.no","sykehusbygghf.no","http://sykehusbygghf.no","","Helse Midt-Norge Rhf","","No","dotgov","No","No","No","","","","","","No"
"sykehusenestolkesentral.no","sykehusenestolkesentral.no","http://sykehusenestolkesentral.no","","Oslo Universitetssykehus Hf","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"sykehuset-buskerud.no","sykehuset-buskerud.no","http://www.sykehuset-buskerud.no","","Vestre Viken Hf","","Yes","dotgov","No","No","No","","","","","","No"
"sykehuset-innlandet.no","sykehuset-innlandet.no","https://sykehuset-innlandet.no","","Sykehuset Innlandet Hf","","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"sykehuset-ostfold.no","sykehuset-ostfold.no","https://sykehuset-ostfold.no","","Sykehuset Østfold Hf","","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"sykehuset-telemark.no","sykehuset-telemark.no","http://www.sykehuset-telemark.no","","Sykehuset Telemark Hf","","Yes","dotgov","No","No","No","","","","","","No"
"sykehuset-vestfold.no","sykehuset-vestfold.no","http://www.sykehuset-vestfold.no","","Sykehuset I Vestfold Hf","","Yes","dotgov","No","No","No","","","","","","No"
"sykehusetbuskerud.no","sykehusetbuskerud.no","http://sykehusetbuskerud.no","","Vestre Viken Hf","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"sykehusetostfold.no","sykehusetostfold.no","http://sykehusetostfold.no","","Sykehuset Østfold Hf","","Yes","dotgov","No","No","No","","","","","","No"
"sykehusinnkjop.no","sykehusinnkjop.no","https://sykehusinnkjop.no","","Helse Sør-Øst Rhf","","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"sykehuskvalitet.no","sykehuskvalitet.no","http://www.sykehuskvalitet.no","","Universitetssykehuset Nord-Norge Hf","","Yes","dotgov","No","No","No","","","","","","No"
"sykehuspartner.no","sykehuspartner.no","https://sykehuspartner.no","","Helse Sør-Øst Rhf","","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"sykehusplan.no","sykehusplan.no","http://sykehusplan.no","","Helse- og Omsorgsdepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"sykehusvalg.no","sykehusvalg.no","http://sykehusvalg.no","","Helsedirektoratet","","Yes","dotgov","No","No","No","","","","","","No"
"synoghorsel.no","synoghorsel.no","http://www.synoghorsel.no","","Statped","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"synsforsk.no","synsforsk.no","http://synsforsk.no","","Høgskolen I Buskerud og Vestfold","","No","dotgov","No","No","No","","","","","","No"
"synsklinikken.no","synsklinikken.no","http://synsklinikken.no","","Høgskolen I Buskerud og Vestfold","","No","dotgov","No","No","No","","","","","","No"
"sysselmannen.no","sysselmannen.no","https://www.sysselmannen.no","","Sysselmannen På Svalbard","","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"syvsostrepark.no","syvsostrepark.no","http://syvsostrepark.no","","Nibio - Norsk Institutt For Bioøkonomi","","No","dotgov","No","No","No","","","","","","No"
"tafu.no","tafu.no","http://tafu.no","","Fylkesmannen I Hordaland","","No","dotgov","No","No","No","","","","","","No"
"talentene.no","talentene.no","http://www.talentene.no","","Høgskolen I Buskerud og Vestfold","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"talenterforframtida.no","talenterforframtida.no","https://talenterforframtida.no","","Fylkesmannen I Telemark","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"tannlegelista.no","tannlegelista.no","http://tannlegelista.no","","Forbrukerrådet","","No","dotgov","No","No","No","","","","","","No"
"tariffnemnda.no","tariffnemnda.no","http://tariffnemnda.no","","Arbeids- og Sosialdepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"tasteofnorway.no","tasteofnorway.no","http://tasteofnorway.no","","Innovasjon Norge","","Yes","dotgov","No","No","No","","","","","","No"
"taubanetilsyn.no","taubanetilsyn.no","http://taubanetilsyn.no","","Statens Jernbanetilsyn","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"taubanetilsynet.no","taubanetilsynet.no","http://taubanetilsynet.no","","Statens Jernbanetilsyn","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"tax-norway.no","tax-norway.no","http://tax-norway.no","","Skatt Øst","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"taxadministration.no","taxadministration.no","http://taxadministration.no","","Skatteetaten","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"taxnorway.no","taxnorway.no","http://taxnorway.no","","Skatt Øst","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"tcmda.no","tcmda.no","http://tcmda.no","","Co2 Technology Centre Mongstad DA","","Yes","dotgov","No","No","No","","","","","","No"
"teaterbillett.no","teaterbillett.no","http://www.teaterbillett.no","","Ll Det Norske Teatret","","Yes","dotgov","No","No","No","","","","","","No"
"teaterbloggen.no","teaterbloggen.no","http://teaterbloggen.no","","Trøndelag Teater AS","","No","dotgov","No","No","No","","","","","","No"
"teaterhogskolen.no","teaterhogskolen.no","http://teaterhogskolen.no","","Kunsthøgskolen I Oslo","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"teaterne.no","teaterne.no","http://teaterne.no","","Nationaltheatret AS","","No","dotgov","No","No","No","","","","","","No"
"teaterscenen.no","teaterscenen.no","http://teaterscenen.no","","Ll Det Norske Teatret","","No","dotgov","No","No","No","","","","","","No"
"teaterspillet.no","teaterspillet.no","http://www.teaterspillet.no","","As Den Nationale Scene","","Yes","dotgov","No","No","No","","","","","","No"
"teatoriet.no","teatoriet.no","http://teatoriet.no","","Rogaland Teater AS","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"teatrene.no","teatrene.no","http://teatrene.no","","Nationaltheatret AS","","No","dotgov","No","No","No","","","","","","No"
"tegnbanken.no","tegnbanken.no","http://tegnbanken.no","","Statped","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"tegnchat.no","tegnchat.no","http://tegnchat.no","","Statped","","No","dotgov","No","No","No","","","","","","No"
"tegnordbok.no","tegnordbok.no","http://tegnordbok.no","","Statped","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"tegnwiki.no","tegnwiki.no","http://tegnwiki.no","","Statped","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
