"Domain","Base Domain","URL","Branch","Agency","State","Redirect","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"xn--drmmelftet-1cbe.no","xn--drmmelftet-1cbe.no","http://www.xn--drmmelftet-1cbe.no","","Innovasjon Norge","","No","dotgov","No","No","No","","","","","","No"
"xn--drmmelreren-f9a3u.no","xn--drmmelreren-f9a3u.no","http://xn--drmmelreren-f9a3u.no","","Kongsvinger Kommune","Hedmark","No","dotgov","No","No","No","","","","","","No"
"xn--edbp123-hxa.no","xn--edbp123-hxa.no","http://www.xn--edbp123-hxa.no","","Vox-Nasjonalt Fagorgan For Kompetansepolitikk","","No","dotgov","No","No","No","","","","","","No"
"xn--elringhelse-b9a.no","xn--elringhelse-b9a.no","http://xn--elringhelse-b9a.no","","Universitetet I Oslo","","Yes","dotgov","No","No","No","","","","","","No"
"xn--ensj3d-eya.no","xn--ensj3d-eya.no","http://xn--ensj3d-eya.no","","Oslo Kommune Bymiljøetaten","Oslo","No","dotgov","No","No","No","","","","","","No"
"xn--erkebispegrden-uib.no","xn--erkebispegrden-uib.no","http://xn--erkebispegrden-uib.no","","Nidaros Domkirkes Restaureringsarbeider","","No","dotgov","No","No","No","","","","","","No"
"xn--etrnder-s1a.no","xn--etrnder-s1a.no","http://xn--etrnder-s1a.no","","Sør-Trøndelag Fylkeskommune Fylkesrådmannen","Sør-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"xn--fagbrevpjobb-0cb.no","xn--fagbrevpjobb-0cb.no","http://www.xn--fagbrevpjobb-0cb.no","","Vox-Nasjonalt Fagorgan For Kompetansepolitikk","","Yes","dotgov","No","No","No","","","","","","No"
"xn--fagskoleneitrndelag-77b.no","xn--fagskoleneitrndelag-77b.no","http://xn--fagskoleneitrndelag-77b.no","","Sør-Trøndelag Fylkeskommune Fylkesrådmannen","Sør-Trøndelag","Yes","dotgov","No","No","No","","","","","","No"
"xn--fagskolerdet-1cb.no","xn--fagskolerdet-1cb.no","http://www.xn--fagskolerdet-1cb.no","","Vox-Nasjonalt Fagorgan For Kompetansepolitikk","","Yes","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"xn--fagsprk-jxa.no","xn--fagsprk-jxa.no","http://www.xn--fagsprk-jxa.no","","Språkrådet","","No","dotgov","No","No","No","","","","","","No"
"xn--familierd-d3a.no","xn--familierd-d3a.no","http://xn--familierd-d3a.no","","Barne-, Ungdoms- og Familiedirektoratet","","Yes","dotgov","No","No","No","","","","","","No"
"xn--finny-yua.kommune.no","xn--finny-yua.kommune.no","http://xn--finny-yua.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"xn--fiskfrhallingdal-iob.no","xn--fiskfrhallingdal-iob.no","http://xn--fiskfrhallingdal-iob.no","","Regionrådet For Hallingdal","Buskerud","No","dotgov","No","No","No","","","","","","No"
"xn--fjellfr-w1a.no","xn--fjellfr-w1a.no","http://www.xn--fjellfr-w1a.no","","Nibio - Norsk Institutt For Bioøkonomi","","Yes","dotgov","No","No","No","","","","","","No"
"xn--fjreposten-e6a.no","xn--fjreposten-e6a.no","http://xn--fjreposten-e6a.no","","Fjære Sokn","Aust-Agder","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"xn--flgevenn-54a.no","xn--flgevenn-54a.no","http://xn--flgevenn-54a.no","","Oslo Kommune Bymiljøetaten","Oslo","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"xn--flgstadskule-wjb.no","xn--flgstadskule-wjb.no","http://www.xn--flgstadskule-wjb.no","","Sauda Kommune","Rogaland","No","dotgov","No","No","No","","","","","","No"
"xn--florstorband-yjb.no","xn--florstorband-yjb.no","http://xn--florstorband-yjb.no","","Flora Kommune","Sogn og Fjordane","No","dotgov","No","No","No","No","Yes","Yes","No","No","No"
"xn--fltevann-b0a.no","xn--fltevann-b0a.no","http://www.xn--fltevann-b0a.no","","Bamble Kommune","Telemark","No","dotgov","No","No","No","","","","","","No"
"xn--flttogflue-25a.no","xn--flttogflue-25a.no","http://xn--flttogflue-25a.no","","Veterinærinstituttet","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"xn--flttsenteret-ucb.no","xn--flttsenteret-ucb.no","https://xn--flttsenteret-ucb.no","","Sørlandet Sykehus Hf","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"xn--forbrukerrdet-yfb.no","xn--forbrukerrdet-yfb.no","http://xn--forbrukerrdet-yfb.no","","Forbrukerrådet","","Yes","dotgov","No","No","No","","","","","","No"
"xn--forliksrd-d3a.no","xn--forliksrd-d3a.no","http://xn--forliksrd-d3a.no","","Domstolene I Norge","","Yes","dotgov","No","No","No","","","","","","No"
"xn--forskningsrdet-vib.no","xn--forskningsrdet-vib.no","http://xn--forskningsrdet-vib.no","","Norges Forskningsråd","","Yes","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"xn--fosnavgkino-28a.no","xn--fosnavgkino-28a.no","http://xn--fosnavgkino-28a.no","","Herøy Kommune","Møre og Romsdal","Yes","dotgov","No","No","No","","","","","","No"
"xn--fosnavgkonserthus-erb.no","xn--fosnavgkonserthus-erb.no","http://xn--fosnavgkonserthus-erb.no","","Herøy Kommune","Møre og Romsdal","Yes","dotgov","No","No","No","","","","","","No"
"xn--frdehuset-l8a.no","xn--frdehuset-l8a.no","http://xn--frdehuset-l8a.no","","Førde Kommune","Sogn og Fjordane","No","dotgov","No","No","No","","","","","","No"
"xn--frdekulturskule-5tb.no","xn--frdekulturskule-5tb.no","http://xn--frdekulturskule-5tb.no","","Førde Kommune","Sogn og Fjordane","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"xn--frder-fyr-g3a.no","xn--frder-fyr-g3a.no","http://xn--frder-fyr-g3a.no","","Tjøme Kommune","Vestfold","No","dotgov","No","No","No","","","","","","No"
"xn--frdernasjonalpark-rrb.no","xn--frdernasjonalpark-rrb.no","http://xn--frdernasjonalpark-rrb.no","","Tjøme Kommune","Vestfold","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"xn--frdernasjonalparksenter-88b.no","xn--frdernasjonalparksenter-88b.no","http://xn--frdernasjonalparksenter-88b.no","","Tjøme Kommune","Vestfold","Yes","dotgov","No","No","No","","","","","","No"
"xn--fredrikstad450r-ulb.no","xn--fredrikstad450r-ulb.no","http://xn--fredrikstad450r-ulb.no","","Fredrikstad Kommune","Østfold","No","dotgov","No","No","No","","","","","","No"
"xn--frivilligrsta-jnb.no","xn--frivilligrsta-jnb.no","http://xn--frivilligrsta-jnb.no","","Ørsta Kommune","Møre og Romsdal","Yes","dotgov","No","Yes","No","","","","","","No"
"xn--frskolelrer-h9a0u.no","xn--frskolelrer-h9a0u.no","http://www.xn--frskolelrer-h9a0u.no","","Røyken Kommune","Buskerud","Yes","dotgov","No","No","No","","","","","","No"
"xn--frstebo-q1a.no","xn--frstebo-q1a.no","http://xn--frstebo-q1a.no","","Kristiansand Kommune","Vest-Agder","Yes","dotgov","No","No","No","","","","","","No"
"xn--frya-kulturskole-mxb.no","xn--frya-kulturskole-mxb.no","http://xn--frya-kulturskole-mxb.no","","Frøya Kommune","Sør-Trøndelag","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"xn--fryakulturskole-6tb.no","xn--fryakulturskole-6tb.no","http://xn--fryakulturskole-6tb.no","","Frøya Kommune","Sør-Trøndelag","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"xn--gamlebyenoggrnland-s4b.no","xn--gamlebyenoggrnland-s4b.no","http://xn--gamlebyenoggrnland-s4b.no","","Gamlebyen og Grønland Sokn","Oslo","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"xn--gjenfdt-u1a.no","xn--gjenfdt-u1a.no","http://xn--gjenfdt-u1a.no","","Direktoratet For Utviklings- Samarbeid","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"xn--gjvikkulturhus-rqb.no","xn--gjvikkulturhus-rqb.no","http://xn--gjvikkulturhus-rqb.no","","Gjøvik Kommune","Oppland","Yes","dotgov","No","No","No","","","","","","No"
"xn--gjvikkultursenter-10b.no","xn--gjvikkultursenter-10b.no","http://xn--gjvikkultursenter-10b.no","","Gjøvik Kommune","Oppland","Yes","dotgov","No","No","No","","","","","","No"
"xn--glr-1na.no","xn--glr-1na.no","http://xn--glr-1na.no","","Renovasjonsselskapet Glør Iks","Oppland","No","dotgov","No","No","No","","","","","","No"
"xn--glrpartner-1cb.no","xn--glrpartner-1cb.no","http://xn--glrpartner-1cb.no","","Renovasjonsselskapet Glør Iks","Oppland","No","dotgov","No","No","No","","","","","","No"
"xn--grdbrukerenssikkerhetsnett-7hc.no","xn--grdbrukerenssikkerhetsnett-7hc.no","http://xn--grdbrukerenssikkerhetsnett-7hc.no","","Steinkjer Kommune","Nord-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"xn--grdemskole-1cb.no","xn--grdemskole-1cb.no","http://xn--grdemskole-1cb.no","","Randaberg Kommune","Rogaland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"xn--grensels-business-60b.no","xn--grensels-business-60b.no","http://xn--grensels-business-60b.no","","Regionrådet For Glåmdalsregionen","Hedmark","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"xn--grensels-grnn-business-cjce.no","xn--grensels-grnn-business-cjce.no","http://www.xn--grensels-grnn-business-cjce.no","","Regionrådet For Glåmdalsregionen","Hedmark","Yes","dotgov","No","No","No","","","","","","No"
"xn--grenselsgrnnbusiness-hccd.no","xn--grenselsgrnnbusiness-hccd.no","http://xn--grenselsgrnnbusiness-hccd.no","","Regionrådet For Glåmdalsregionen","Hedmark","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"xn--grnderuka-r9a.no","xn--grnderuka-r9a.no","http://xn--grnderuka-r9a.no","","Vekst I Grenland Iks","Telemark","Yes","dotgov","No","No","No","","","","","","No"
"xn--grnn-business-cnb.no","xn--grnn-business-cnb.no","http://xn--grnn-business-cnb.no","","Regionrådet For Glåmdalsregionen","Hedmark","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"xn--grnnbusiness-wjb.no","xn--grnnbusiness-wjb.no","http://xn--grnnbusiness-wjb.no","","Regionrådet For Glåmdalsregionen","Hedmark","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"xn--grnnlype-64ad.no","xn--grnnlype-64ad.no","http://xn--grnnlype-64ad.no","","Midt-Agder Friluftsråd","Vest-Agder","No","dotgov","No","No","No","","","","","","No"
"xn--grnnstat-64a.no","xn--grnnstat-64a.no","http://xn--grnnstat-64a.no","","Direktoratet For Forvaltning og Ikt","","Yes","dotgov","No","No","No","","","","","","No"
"xn--grnthefte-m8a.no","xn--grnthefte-m8a.no","http://xn--grnthefte-m8a.no","","Kommunal- og Moderniserings- Departementet","","Yes","dotgov","No","No","No","","","","","","No"
"xn--gyibyen-q1a.no","xn--gyibyen-q1a.no","http://xn--gyibyen-q1a.no","","Kilden Teater- og Konserthus For Sørlandet Iks","Vest-Agder","No","dotgov","No","No","No","","","","","","No"
"xn--hallingdal-bredbnd-kub.no","xn--hallingdal-bredbnd-kub.no","http://xn--hallingdal-bredbnd-kub.no","","Regionrådet For Hallingdal","Buskerud","No","dotgov","No","No","No","","","","","","No"
"xn--hallingrret-mgb.no","xn--hallingrret-mgb.no","http://xn--hallingrret-mgb.no","","Regionrådet For Hallingdal","Buskerud","No","dotgov","No","No","No","","","","","","No"
"xn--hansgerhardsrensen-r4b.no","xn--hansgerhardsrensen-r4b.no","http://xn--hansgerhardsrensen-r4b.no","","Stokke Kommune","Vestfold","No","dotgov","No","No","No","","","","","","No"
"xn--hardangerrdet-yfb.no","xn--hardangerrdet-yfb.no","http://xn--hardangerrdet-yfb.no","","Hardangerrådet Iks","Hordaland","No","dotgov","No","No","No","","","","","","No"
"xn--helgelandsykkelgrd-kub.no","xn--helgelandsykkelgrd-kub.no","http://xn--helgelandsykkelgrd-kub.no","","Brønnøy Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"xn--hellesy-v1a.no","xn--hellesy-v1a.no","http://xn--hellesy-v1a.no","","Øygarden Kommune","Hordaland","No","dotgov","No","No","No","","","","","","No"
"xn--helse-st-b5a.no","xn--helse-st-b5a.no","http://xn--helse-st-b5a.no","","Helse Sør-Øst Rhf","","No","dotgov","No","No","No","","","","","","No"
"xn--helserdet-b3a.no","xn--helserdet-b3a.no","http://xn--helserdet-b3a.no","","Nasjonalt Kunnskapssenter For Helsetjenesten","","Yes","dotgov","No","No","No","","","","","","No"
"xn--helsest-u1a.no","xn--helsest-u1a.no","http://xn--helsest-u1a.no","","Helse Sør-Øst Rhf","","No","dotgov","No","No","No","","","","","","No"
"xn--herregrdshavnabarnehage-p8b.no","xn--herregrdshavnabarnehage-p8b.no","http://xn--herregrdshavnabarnehage-p8b.no","","Nome Kommune","Telemark","Yes","dotgov","No","No","No","","","","","","No"
"xn--hery-kommune-xjb.no","xn--hery-kommune-xjb.no","http://www.xn--hery-kommune-xjb.no","","Herøy Kommune","Nordland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"xn--heryfjerdingen-sqb.no","xn--heryfjerdingen-sqb.no","http://xn--heryfjerdingen-sqb.no","","Herøy Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"xn--hgskolen-i-bergen-00b.no","xn--hgskolen-i-bergen-00b.no","http://www.xn--hgskolen-i-bergen-00b.no","","Høgskolen I Bergen","","Yes","dotgov","No","No","No","","","","","","No"
"xn--hgskolenibergen-5tb.no","xn--hgskolenibergen-5tb.no","http://www.xn--hgskolenibergen-5tb.no","","Høgskolen I Bergen","","Yes","dotgov","No","No","No","","","","","","No"
"xn--hgsterett-l8a.no","xn--hgsterett-l8a.no","http://xn--hgsterett-l8a.no","","Domstolene I Norge","","Yes","dotgov","No","No","No","","","","","","No"
"xn--hi-mka.no","xn--hi-mka.no","http://xn--hi-mka.no","","Høgskolen I Østfold","","Yes","dotgov","No","No","No","","","","","","No"
"xn--hillesy-v1a.no","xn--hillesy-v1a.no","http://xn--hillesy-v1a.no","","Tromsø Kirkelige Fellesråd","Troms","Yes","dotgov","No","No","No","","","","","","No"
"xn--hit-2na.no","xn--hit-2na.no","http://www.xn--hit-2na.no","","Universitetet I Tromsø - Norges Arktiske Universitet","","No","dotgov","No","No","No","","","","","","No"
"xn--hlogalandsparken-dob.no","xn--hlogalandsparken-dob.no","http://xn--hlogalandsparken-dob.no","","Skånland Kommune","Troms","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"xn--hlogalandteater-hlb.no","xn--hlogalandteater-hlb.no","http://xn--hlogalandteater-hlb.no","","Hålogaland Teater AS","Troms","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"xn--hndverksinstituttet-0wb.no","xn--hndverksinstituttet-0wb.no","http://xn--hndverksinstituttet-0wb.no","","Stiftelsen Lillehammer Museum","Oppland","No","dotgov","No","No","No","","","","","","No"
"xn--hobl-ira.kommune.no","xn--hobl-ira.kommune.no","http://xn--hobl-ira.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"xn--hortenvoksenopplring-x0b.no","xn--hortenvoksenopplring-x0b.no","http://xn--hortenvoksenopplring-x0b.no","","Horten Kommune","Vestfold","Yes","dotgov","No","No","No","","","","","","No"
"xn--hrpmeg-kua3m.no","xn--hrpmeg-kua3m.no","http://xn--hrpmeg-kua3m.no","","Stavanger Kommune","Rogaland","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"xn--hyere-musikkutdanning-qfc.no","xn--hyere-musikkutdanning-qfc.no","http://xn--hyere-musikkutdanning-qfc.no","","Universitetet I Agder","","No","dotgov","No","No","No","","","","","","No"
"xn--hyesterett-0cb.no","xn--hyesterett-0cb.no","http://xn--hyesterett-0cb.no","","Domstolene I Norge","","Yes","dotgov","No","No","No","","","","","","No"
"xn--ibr-0na.no","xn--ibr-0na.no","http://xn--ibr-0na.no","","Spydeberg Kommune","Østfold","Yes","dotgov","No","No","No","","","","","","No"
"xn--id-lka.no","xn--id-lka.no","http://xn--id-lka.no","","Indre Østfold Data Iks","Østfold","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"xn--ifd-0na.no","xn--ifd-0na.no","http://xn--ifd-0na.no","","Indre Østfold Data Iks","Østfold","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"xn--ikast-xua.no","xn--ikast-xua.no","http://www.xn--ikast-xua.no","","Interkommunal Arkivordning Øst Iks","Hedmark","No","dotgov","No","No","No","","","","","","No"
"xn--ikr-0na.no","xn--ikr-0na.no","http://www.xn--ikr-0na.no","","Indre Østfold Kommunerevisjon Iks","Østfold","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"xn--ikt-inntrndelag-eub.no","xn--ikt-inntrndelag-eub.no","http://xn--ikt-inntrndelag-eub.no","","Steinkjer Kommune","Nord-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"xn--indrestfold-kgb.no","xn--indrestfold-kgb.no","http://xn--indrestfold-kgb.no","","Indre Østfold Utvikling Iks","Østfold","No","dotgov","No","No","No","","","","","","No"
"xn--ingenirutdanning-qxb.no","xn--ingenirutdanning-qxb.no","http://xn--ingenirutdanning-qxb.no","","Høgskolen I Sør-Trøndelag","","No","dotgov","No","No","No","","","","","","No"
"xn--inn-trndelag-0jb.no","xn--inn-trndelag-0jb.no","http://xn--inn-trndelag-0jb.no","","Steinkjer Kommune","Nord-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"xn--inntrndelag-kgb.no","xn--inntrndelag-kgb.no","http://xn--inntrndelag-kgb.no","","Steinkjer Kommune","Nord-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"xn--iskjk-pra.no","xn--iskjk-pra.no","http://xn--iskjk-pra.no","","Skjåk Kommune","Oppland","Yes","dotgov","No","No","No","","","","","","No"
"xn--jaktenpfortiden-nlb.no","xn--jaktenpfortiden-nlb.no","http://xn--jaktenpfortiden-nlb.no","","Universitetet I Stavanger","","No","dotgov","No","No","No","","","","","","No"
"xn--jegerprveeksamen-rxb.no","xn--jegerprveeksamen-rxb.no","http://xn--jegerprveeksamen-rxb.no","","Miljødirektoratet","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"xn--jrpeland-kirke-qqb.no","xn--jrpeland-kirke-qqb.no","http://xn--jrpeland-kirke-qqb.no","","Strand Kyrkjelege Fellesråd","Rogaland","No","dotgov","No","No","No","","","","","","No"
"xn--jrpeland-kyrkje-5tb.no","xn--jrpeland-kyrkje-5tb.no","http://xn--jrpeland-kyrkje-5tb.no","","Strand Kyrkjelege Fellesråd","Rogaland","No","dotgov","No","No","No","","","","","","No"
"xn--jrpeland-menighet-00b.no","xn--jrpeland-menighet-00b.no","http://xn--jrpeland-menighet-00b.no","","Strand Kyrkjelege Fellesråd","Rogaland","No","dotgov","No","No","No","","","","","","No"
"xn--jrskulen-j0a.no","xn--jrskulen-j0a.no","http://xn--jrskulen-j0a.no","","Time Kommune","Rogaland","No","dotgov","No","No","No","","","","","","No"
"xn--jssingfjord-ggb.no","xn--jssingfjord-ggb.no","http://xn--jssingfjord-ggb.no","","Sokndal Kommune","Rogaland","Yes","dotgov","No","No","No","","","","","","No"
"xn--jtt-ulac.vgs.no","xn--jtt-ulac.vgs.no","http://xn--jtt-ulac.vgs.no","","Rogaland Fylkeskommune Opplæringsavdelingen","Rogaland","Yes","dotgov","No","No","No","","","","","","No"
"xn--karlsyoppvekst-uqb.no","xn--karlsyoppvekst-uqb.no","http://xn--karlsyoppvekst-uqb.no","","Karlsøy Kommune","Troms","Yes","dotgov","No","No","No","","","","","","No"
"xn--karmykirken-jgb.no","xn--karmykirken-jgb.no","http://xn--karmykirken-jgb.no","","Karmøy Kirkelig Fellesråd","Rogaland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"xn--karrieresrtrndelag-o4bd.no","xn--karrieresrtrndelag-o4bd.no","http://xn--karrieresrtrndelag-o4bd.no","","Sør-Trøndelag Fylkeskommune Fylkesrådmannen","Sør-Trøndelag","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"xn--kirkegrd-f0a.no","xn--kirkegrd-f0a.no","http://xn--kirkegrd-f0a.no","","Bergen Kirkelige Fellesråd","Hordaland","Yes","dotgov","No","No","No","","","","","","No"
"xn--kirkenistretoten-rxb.no","xn--kirkenistretoten-rxb.no","http://xn--kirkenistretoten-rxb.no","","Østre Toten Kirkelige Fellesråd","Oppland","No","dotgov","No","No","No","","","","","","No"
"xn--kjacamp-exa.no","xn--kjacamp-exa.no","http://www.xn--kjacamp-exa.no","","Nord-Fron Kommune","Oppland","No","dotgov","No","No","No","","","","","","No"
"xn--kjnnsforskning-rqb.no","xn--kjnnsforskning-rqb.no","http://xn--kjnnsforskning-rqb.no","","Norges Forskningsråd","","Yes","dotgov","No","No","No","","","","","","No"
"xn--kjremlsutvalget-llbn.no","xn--kjremlsutvalget-llbn.no","http://xn--kjremlsutvalget-llbn.no","","Domstolene I Norge","","Yes","dotgov","No","No","No","","","","","","No"
"xn--klarsprk-g0a.no","xn--klarsprk-g0a.no","http://xn--klarsprk-g0a.no","","Språkrådet","","Yes","dotgov","No","No","No","","","","","","No"
"xn--klbu-woa.kommune.no","xn--klbu-woa.kommune.no","http://xn--klbu-woa.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"xn--klbubarnegospel-ylb.no","xn--klbubarnegospel-ylb.no","http://xn--klbubarnegospel-ylb.no","","Klæbu Sokn","Sør-Trøndelag","Yes","dotgov","No","No","No","","","","","","No"
"xn--klimalftet-5cb.no","xn--klimalftet-5cb.no","http://xn--klimalftet-5cb.no","","Klima- og Miljødepartementet","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"xn--klimastfold-kgb.no","xn--klimastfold-kgb.no","http://xn--klimastfold-kgb.no","","Østfold Fylkeskommune","Østfold","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"xn--klstadskipet-ucb.no","xn--klstadskipet-ucb.no","http://xn--klstadskipet-ucb.no","","Vestfoldmuseene Iks","Vestfold","No","dotgov","No","No","No","","","","","","No"
"xn--knnband-q1a.no","xn--knnband-q1a.no","http://xn--knnband-q1a.no","","Hedmark Ikt","Hedmark","No","dotgov","No","No","No","","","","","","No"
"xn--kokrim-9xa.no","xn--kokrim-9xa.no","http://xn--kokrim-9xa.no","","Økokrim","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"xn--komrevsr-c5a.no","xn--komrevsr-c5a.no","http://xn--komrevsr-c5a.no","","Kristiansand Revisjonsdistrikt Iks","Vest-Agder","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"xn--kongsgrd-skolesenter-1zb.no","xn--kongsgrd-skolesenter-1zb.no","http://xn--kongsgrd-skolesenter-1zb.no","","Kristiansand Kommune","Vest-Agder","No","dotgov","No","No","No","","","","","","No"
"xn--konkursrdet-48a.no","xn--konkursrdet-48a.no","http://www.xn--konkursrdet-48a.no","","Statens Sivilrettsforvaltning","","No","dotgov","No","No","No","","","","","","No"
"xn--konomistyringsdirektoratet-uwc.no","xn--konomistyringsdirektoratet-uwc.no","http://xn--konomistyringsdirektoratet-uwc.no","","Direktoratet For Økonomistyring","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"xn--krakirke-8za.no","xn--krakirke-8za.no","http://xn--krakirke-8za.no","","Åkra Sokn","Rogaland","Yes","dotgov","No","No","No","","","","","","No"
"xn--krd-vla.no","xn--krd-vla.no","http://xn--krd-vla.no","","Justis- og Beredskapsdepartementet","","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"xn--kretslpsbyen-0jb.no","xn--kretslpsbyen-0jb.no","http://xn--kretslpsbyen-0jb.no","","Oslo Kommune Bymiljøetaten","Oslo","No","dotgov","No","No","No","","","","","","No"
"xn--kulturrd-g0a.no","xn--kulturrd-g0a.no","http://xn--kulturrd-g0a.no","","Norsk Kulturråd","","Yes","dotgov","No","No","No","","","","","","No"
"xn--kulturrdet-75a.no","xn--kulturrdet-75a.no","http://xn--kulturrdet-75a.no","","Norsk Kulturråd","","Yes","dotgov","No","No","No","","","","","","No"
"xn--kulturskolenibrnny-u4bc.no","xn--kulturskolenibrnny-u4bc.no","http://xn--kulturskolenibrnny-u4bc.no","","Brønnøy Kommune","Nordland","Yes","dotgov","No","No","No","","","","","","No"
"xn--kulturskoleniklbu-5rb.no","xn--kulturskoleniklbu-5rb.no","https://xn--kulturskoleniklbu-5rb.no","","Klæbu Kommune","Sør-Trøndelag","No","dotgov","No","Yes","No","No","Yes","Yes","No","No","No"
"xn--kulturvekk-b6a.no","xn--kulturvekk-b6a.no","http://xn--kulturvekk-b6a.no","","Tingvoll Kommune","Møre og Romsdal","No","dotgov","No","No","No","","","","","","No"
"xn--kunngjring-5cb.no","xn--kunngjring-5cb.no","http://xn--kunngjring-5cb.no","","Registerenheten I Brønnøysund","","No","dotgov","No","No","No","","","","","","No"
"xn--kunngjringer-0jb.no","xn--kunngjringer-0jb.no","http://xn--kunngjringer-0jb.no","","Registerenheten I Brønnøysund","","No","dotgov","No","No","No","","","","","","No"
"xn--kunstlftet-5cb.no","xn--kunstlftet-5cb.no","http://xn--kunstlftet-5cb.no","","Norsk Kulturråd","","No","dotgov","No","No","No","","","","","","No"
"xn--kunstnerepnett-uib.no","xn--kunstnerepnett-uib.no","http://xn--kunstnerepnett-uib.no","","Vestfold Fylkeskommune","Vestfold","No","dotgov","No","No","No","","","","","","No"
"xn--kursibod-d5a.no","xn--kursibod-d5a.no","http://xn--kursibod-d5a.no","","Nordland Fylkeskommune","Nordland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"xn--kvinneligomskjring-1ub.no","xn--kvinneligomskjring-1ub.no","http://xn--kvinneligomskjring-1ub.no","","Barne-, Ungdoms- og Familiedirektoratet","","No","dotgov","No","No","No","","","","","","No"
"xn--kystmuseetiygarden-q4b.no","xn--kystmuseetiygarden-q4b.no","http://xn--kystmuseetiygarden-q4b.no","","Stiftelsen Museum Vest","Hordaland","No","dotgov","No","No","No","","","","","","No"
"xn--l52-tla.no","xn--l52-tla.no","http://xn--l52-tla.no","","Ål Kommune","Buskerud","No","dotgov","No","No","No","","","","","","No"
"xn--leseogskrivelftet-d1b.no","xn--leseogskrivelftet-d1b.no","http://xn--leseogskrivelftet-d1b.no","","Universitetet I Stavanger","","Yes","dotgov","No","No","No","","","","","","No"
"xn--lesundkonferansen-7qb.no","xn--lesundkonferansen-7qb.no","http://xn--lesundkonferansen-7qb.no","","Kystverket","","Yes","dotgov","No","No","No","","","","","","No"
"xn--lgat-5na.no","xn--lgat-5na.no","http://xn--lgat-5na.no","","Kommunal- og Moderniserings- Departementet","","Yes","dotgov","No","No","No","","","","","","No"
"xn--lillestrm-s8a.no","xn--lillestrm-s8a.no","http://www.xn--lillestrm-s8a.no","","Skedsmo Kommune","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"xn--linderudgrd-58a.no","xn--linderudgrd-58a.no","http://xn--linderudgrd-58a.no","","Stiftelsen Akershusmuseet - Kulturhistorisk Kompetansesenter og Museer.","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"xn--listernringspark-0ob.no","xn--listernringspark-0ob.no","http://xn--listernringspark-0ob.no","","Kvinesdal Kommune","Vest-Agder","Yes","dotgov","No","No","No","","","","","","No"
"xn--litlab-gya.no","xn--litlab-gya.no","http://xn--litlab-gya.no","","Stord Kommune","Hordaland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"xn--losbt-pra.no","xn--losbt-pra.no","http://xn--losbt-pra.no","","Kystverket Vest","","No","dotgov","No","No","No","","","","","","No"
