"Domain","Base Domain","URL","Branch","Agency","State","Redirect","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"grensetjansten.no","grensetjansten.no","http://grensetjansten.no","","Eidskog Næringsservice Kf","Hedmark","Yes","dotgov","No","No","No","","","","","","No"
"grensetjenesten.no","grensetjenesten.no","http://grensetjenesten.no","","Eidskog Næringsservice Kf","Hedmark","Yes","dotgov","No","No","No","","","","","","No"
"greverudhallen.no","greverudhallen.no","http://greverudhallen.no","","Oppegård Kommune","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"grib.no","grib.no","http://grib.no","","Øvre Romerike Brann og Redning Iks","Akershus","No","dotgov","No","No","No","","","","","","No"
"griegart.no","griegart.no","http://griegart.no","","Oseana Os Kunst- og Kultursenter Kf","Hordaland","Yes","dotgov","No","No","No","","","","","","No"
"griks.no","griks.no","http://www.griks.no","","Hedmark Revisjon Iks","Hedmark","Yes","dotgov","No","No","No","","","","","","No"
"grimkirke.no","grimkirke.no","http://grimkirke.no","","Grim Sokn","Vest-Agder","No","dotgov","No","No","No","","","","","","No"
"grimmenighet.no","grimmenighet.no","http://grimmenighet.no","","Grim Sokn","Vest-Agder","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"grimstad.kommune.no","grimstad.kommune.no","https://www.grimstad.kommune.no","","","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"grimstadgjestehavn.no","grimstadgjestehavn.no","http://grimstadgjestehavn.no","","Grimstad Kommune","Aust-Agder","No","dotgov","No","No","No","","","","","","No"
"grimstadhavn.no","grimstadhavn.no","http://grimstadhavn.no","","Grimstad Kommune","Aust-Agder","No","dotgov","No","No","No","","","","","","No"
"grimstadkulturhus.no","grimstadkulturhus.no","http://www.grimstadkulturhus.no","","Agder Ikt Driftssenter Iks","Aust-Agder","No","dotgov","No","No","No","","","","","","No"
"grimstadskolen.no","grimstadskolen.no","http://grimstadskolen.no","","Agder Ikt Driftssenter Iks","Aust-Agder","No","dotgov","No","No","No","","","","","","No"
"grinilund-menighet.no","grinilund-menighet.no","http://grinilund-menighet.no","","Grinilund Sokn","Akershus","No","dotgov","No","No","No","","","","","","No"
"grodemskole.no","grodemskole.no","http://www.grodemskole.no","","Randaberg Kommune","Rogaland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"grong.kommune.no","grong.kommune.no","https://www.grong.kommune.no","","","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"gronglegekontor.no","gronglegekontor.no","http://www.gronglegekontor.no","","Grong Kommune","Nord-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"gronliskole.no","gronliskole.no","http://gronliskole.no","","Porsgrunn Kommune","Telemark","Yes","dotgov","No","No","No","","","","","","No"
"gronn-business.no","gronn-business.no","http://gronn-business.no","","Regionrådet For Glåmdalsregionen","Hedmark","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"gronnbusiness.no","gronnbusiness.no","http://gronnbusiness.no","","Regionrådet For Glåmdalsregionen","Hedmark","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"gronndata.no","gronndata.no","http://gronndata.no","","Vestfold Fylkeskommune","Vestfold","No","dotgov","No","No","No","","","","","","No"
"gronnloype.no","gronnloype.no","http://gronnloype.no","","Midt-Agder Friluftsråd","Vest-Agder","No","dotgov","No","No","No","","","","","","No"
"grontoslo.no","grontoslo.no","http://grontoslo.no","","Oslo Kommune Bymiljøetaten","Oslo","No","dotgov","No","No","No","","","","","","No"
"grorudsokn.no","grorudsokn.no","http://grorudsokn.no","","Grorud Sokn","Oslo","No","dotgov","No","No","No","","","","","","No"
"grotvedtbarnehage.no","grotvedtbarnehage.no","http://grotvedtbarnehage.no","","Askim Kommune","Østfold","Yes","dotgov","No","No","No","","","","","","No"
"grotvedtskole.no","grotvedtskole.no","http://www.grotvedtskole.no","","Askim Kommune","Østfold","No","dotgov","No","No","No","","","","","","No"
"grue.folkebibl.no","grue.folkebibl.no","http://www.grue.folkebibl.no","","Grue Kommune","Hedmark","Yes","dotgov","No","No","No","","","","","","No"
"grue.kommune.no","grue.kommune.no","http://grue.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"grueskole.no","grueskole.no","http://grueskole.no","","Grue Kommune","Hedmark","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"grunderfylket.no","grunderfylket.no","http://grunderfylket.no","","Telemark Fylkeskommune","Telemark","No","dotgov","No","No","No","","","","","","No"
"grundersenter.no","grundersenter.no","http://grundersenter.no","","Aust-Agder Fylkeskommune","Aust-Agder","Yes","dotgov","No","No","No","","","","","","No"
"grunderuka.no","grunderuka.no","http://grunderuka.no","","Vekst I Grenland Iks","Telemark","No","dotgov","No","No","No","","","","","","No"
"gruvehistorie.no","gruvehistorie.no","http://gruvehistorie.no","","Stiftelsen Museum Nord","Nordland","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"gryteretter.no","gryteretter.no","http://www.gryteretter.no","","Drammen Kjøkken Kf","Buskerud","Yes","dotgov","No","No","No","","","","","","No"
"gs-iks.no","gs-iks.no","http://www.gs-iks.no","","Glåmdal Sekretariat Iks","Hedmark","No","dotgov","No","No","No","","","","","","No"
"gs.nordkapp.no","gs.nordkapp.no","http://gs.nordkapp.no","","Nordkapp Kommune","Finnmark","No","dotgov","No","No","No","","","","","","No"
"gubben.no","gubben.no","http://gubben.no","","Malvik Kommune","Sør-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"gudbrandsdal-krisesenter.no","gudbrandsdal-krisesenter.no","http://gudbrandsdal-krisesenter.no","","Gudbrandsdal Krisesenter Interkommunalt Selskap","Oppland","No","dotgov","No","No","No","","","","","","No"
"gudbrandsdalsmusea.no","gudbrandsdalsmusea.no","https://gudbrandsdalsmusea.no","","Gudbrandsdalsmusea AS","Oppland","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"guide.trondheim.no","guide.trondheim.no","http://www.guide.trondheim.no","","Trondheim Kommune Kultur og Næring","Sør-Trøndelag","Yes","dotgov","No","No","No","","","","","","No"
"gulatinget.no","gulatinget.no","http://www.gulatinget.no","","Gulen Kommune","Sogn og Fjordane","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"gulen.kommune.no","gulen.kommune.no","http://www.gulen.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"gullhaug-barnehage.no","gullhaug-barnehage.no","http://gullhaug-barnehage.no","","Holmestrand Kommune","Vestfold","No","dotgov","No","No","No","","","","","","No"
"gulliste.no","gulliste.no","http://gulliste.no","","Oslo Kommune Byantikvaren","Oslo","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"gulsetkirke.no","gulsetkirke.no","http://www.gulsetkirke.no","","Gulset Sokn","Telemark","No","dotgov","No","No","No","","","","","","No"
"gulsetmenighet.no","gulsetmenighet.no","http://www.gulsetmenighet.no","","Gulset Sokn","Telemark","Yes","dotgov","No","No","No","","","","","","No"
"gulvboka.no","gulvboka.no","http://gulvboka.no","","Asker Kommune","Akershus","No","dotgov","No","No","No","","","","","","No"
"gurigard.no","gurigard.no","http://gurigard.no","","Regionrådet For Hallingdal","Buskerud","No","dotgov","No","No","No","","","","","","No"
"gurisenteret.no","gurisenteret.no","http://gurisenteret.no","","Smøla Kommune","Møre og Romsdal","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"gurisentret.no","gurisentret.no","https://www.gurisentret.no","","Smøla Kommune","Møre og Romsdal","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"gurispelet.no","gurispelet.no","http://gurispelet.no","","Smøla Kommune","Møre og Romsdal","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"gurispillet.no","gurispillet.no","http://gurispillet.no","","Smøla Kommune","Møre og Romsdal","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"guttedag.no","guttedag.no","http://www.guttedag.no","","Haugesund Kommune","Rogaland","No","dotgov","No","No","No","","","","","","No"
"gylandmenighet.no","gylandmenighet.no","http://gylandmenighet.no","","Flekkefjord Kirkelige Fellesråd","Vest-Agder","Yes","dotgov","No","No","No","","","","","","No"
"gylandskole.no","gylandskole.no","http://gylandskole.no","","Flekkefjord Kommune","Vest-Agder","No","dotgov","No","No","No","","","","","","No"
"gyldnemiddelvei.no","gyldnemiddelvei.no","http://gyldnemiddelvei.no","","Hitra Kommune","Sør-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"gyrofri.no","gyrofri.no","http://gyrofri.no","","Vestfold Fylkeskommune","Vestfold","No","dotgov","No","No","No","","","","","","No"
"h-k-p.no","h-k-p.no","http://h-k-p.no","","Haugesund Kommune","Rogaland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"h-utvikling.no","h-utvikling.no","http://h-utvikling.no","","Haugaland Vekst Iks","Rogaland","Yes","dotgov","No","No","No","","","","","","No"
"ha.kommune.no","ha.kommune.no","http://ha.kommune.no","","","","Yes","dotgov","No","No","No","","","","","","No"
"haalogalandsparken.no","haalogalandsparken.no","http://haalogalandsparken.no","","Skånland Kommune","Troms","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"haanesmenighet.no","haanesmenighet.no","https://www.haanesmenighet.no","","Hånes Sokn","Vest-Agder","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"haapihavet.no","haapihavet.no","http://www.haapihavet.no","","Sandøy Kommune","Møre og Romsdal","No","dotgov","No","No","No","","","","","","No"
"hadelandkultursal.no","hadelandkultursal.no","http://hadelandkultursal.no","","Gran Kommune","Oppland","No","dotgov","No","No","No","","","","","","No"
"hadelandkulturskole.no","hadelandkulturskole.no","http://hadelandkulturskole.no","","Gran Kommune","Oppland","Yes","dotgov","No","No","No","","","","","","No"
"hadelandskolen.no","hadelandskolen.no","http://hadelandskolen.no","","Lunner Kommune","Oppland","No","dotgov","No","No","No","","","","","","No"
"hadelandsregionen.no","hadelandsregionen.no","http://hadelandsregionen.no","","Gran Kommune","Oppland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"hadsel.kommune.no","hadsel.kommune.no","http://www.hadsel.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"hadsellegetjeneste.no","hadsellegetjeneste.no","http://www.hadsellegetjeneste.no","","Hadsel Kommune","Nordland","Yes","dotgov","No","No","No","","","","","","No"
"haegebostad.kommune.no","haegebostad.kommune.no","http://www.haegebostad.kommune.no","","","","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"haeren.no","haeren.no","https://haeren.no","","Stiklestad Nasjonale Kultursenter AS","Nord-Trøndelag","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"haf.no","haf.no","http://haf.no","","Helgeland Avfallsforedling Iks","Nordland","No","dotgov","No","No","No","","","","","","No"
"hafslo-bhg.no","hafslo-bhg.no","http://hafslo-bhg.no","","Luster Kommune","Sogn og Fjordane","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"hagamleprestegard.no","hagamleprestegard.no","http://www.hagamleprestegard.no","","Hå Kommune","Rogaland","No","dotgov","No","No","No","","","","","","No"
"hajabarnehage.no","hajabarnehage.no","http://hajabarnehage.no","","Hammerfest Kommune","Finnmark","No","dotgov","No","No","No","","","","","","No"
"halbrend.no","halbrend.no","http://halbrend.no","","Førde Kommune","Sogn og Fjordane","No","dotgov","No","No","No","","","","","","No"
"hald-ikt.no","hald-ikt.no","http://hald-ikt.no","","Alstahaug Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"hald-it.no","hald-it.no","http://hald-it.no","","Alstahaug Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"hald-kommune.no","hald-kommune.no","http://hald-kommune.no","","Alstahaug Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"hald-kommuner.no","hald-kommuner.no","http://hald-kommuner.no","","Alstahaug Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"halden-gs.no","halden-gs.no","http://www.halden-gs.no","","Halden Kommune","Østfold","Yes","dotgov","No","No","No","","","","","","No"
"halden.kommune.no","halden.kommune.no","http://halden.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"halden350.no","halden350.no","http://halden350.no","","Østfoldmuseene","Østfold","No","dotgov","No","No","No","","","","","","No"
"haldenkommune.no","haldenkommune.no","http://haldenkommune.no","","Halden Kommune","Østfold","Yes","dotgov","No","No","No","","","","","","No"
"haldenmusikk.no","haldenmusikk.no","http://haldenmusikk.no","","Østfoldmuseene","Østfold","No","dotgov","No","No","No","","","","","","No"
"haldenskole.no","haldenskole.no","http://haldenskole.no","","Halden Kommune","Østfold","No","dotgov","No","No","No","","","","","","No"
"haldit.no","haldit.no","http://www.haldit.no","","Alstahaug Kommune","Nordland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"hallingaure.no","hallingaure.no","http://hallingaure.no","","Regionrådet For Hallingdal","Buskerud","No","dotgov","No","No","No","","","","","","No"
"hallingdal-kulturhus.no","hallingdal-kulturhus.no","http://hallingdal-kulturhus.no","","Ål Kommune Kultursektor","Buskerud","No","dotgov","No","No","No","","","","","","No"
"hallingdal.no","hallingdal.no","http://hallingdal.no","","Regionrådet For Hallingdal","Buskerud","No","dotgov","No","No","No","","","","","","No"
"hallingdal2020.no","hallingdal2020.no","http://hallingdal2020.no","","Regionrådet For Hallingdal","Buskerud","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"hallingdalbibliotek.no","hallingdalbibliotek.no","http://hallingdalbibliotek.no","","Gol Kommune","Buskerud","No","dotgov","No","No","No","","","","","","No"
"hallingdalkulturhus.no","hallingdalkulturhus.no","http://hallingdalkulturhus.no","","Ål Kommune Kultursektor","Buskerud","No","dotgov","No","No","No","","","","","","No"
"hallingdalrenovasjon.no","hallingdalrenovasjon.no","https://www.hallingdalrenovasjon.no","","Hallingdal Renovasjon Iks","Buskerud","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"hallingdalsbiblioteka.no","hallingdalsbiblioteka.no","http://hallingdalsbiblioteka.no","","Regionrådet For Hallingdal","Buskerud","No","dotgov","No","No","No","","","","","","No"
"hallingdram.no","hallingdram.no","http://hallingdram.no","","Regionrådet For Hallingdal","Buskerud","No","dotgov","No","No","No","","","","","","No"
"hallingdrammen.no","hallingdrammen.no","http://hallingdrammen.no","","Regionrådet For Hallingdal","Buskerud","No","dotgov","No","No","No","","","","","","No"
"hallinghelse.no","hallinghelse.no","http://hallinghelse.no","","Regionrådet For Hallingdal","Buskerud","No","dotgov","No","No","No","","","","","","No"
"hallingkart.no","hallingkart.no","http://www.hallingkart.no","","Regionrådet For Hallingdal","Buskerud","Yes","dotgov","No","No","No","","","","","","No"
"hallingnett.no","hallingnett.no","http://www.hallingnett.no","","Ål Kommune","Buskerud","No","dotgov","No","No","No","","","","","","No"
"hallingrock.no","hallingrock.no","http://hallingrock.no","","Regionrådet For Hallingdal","Buskerud","No","dotgov","No","No","No","","","","","","No"
"halogalandsparken.no","halogalandsparken.no","http://halogalandsparken.no","","Skånland Kommune","Troms","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"halogalandteater.no","halogalandteater.no","http://halogalandteater.no","","Hålogaland Teater AS","Troms","No","dotgov","No","No","No","","","","","","No"
"halsa.kommune.no","halsa.kommune.no","http://www.halsa.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"halsaskolen.no","halsaskolen.no","http://www.halsaskolen.no","","Halsa Kommune","Møre og Romsdal","No","dotgov","No","No","No","","","","","","No"
"halti.no","halti.no","http://www.halti.no","","Nordreisa Kommune","Troms","No","dotgov","No","No","No","","","","","","No"
"halvdanshaugen.no","halvdanshaugen.no","http://halvdanshaugen.no","","Hole Kommune","Buskerud","No","dotgov","No","No","No","","","","","","No"
"hamar-kulturhus.no","hamar-kulturhus.no","https://www.hamar-kulturhus.no","","Hamar Kommune","Hedmark","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"hamar-regionen.no","hamar-regionen.no","http://hamar-regionen.no","","Hedmark Ikt","Hedmark","Yes","dotgov","No","No","No","","","","","","No"
"hamar.kommune.no","hamar.kommune.no","https://www.hamar.kommune.no","","","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"hamarkommune.no","hamarkommune.no","http://hamarkommune.no","","Hamar Kommune","Hedmark","Yes","dotgov","No","No","No","","","","","","No"
"hamarkulturhus.no","hamarkulturhus.no","http://hamarkulturhus.no","","Hedmark Ikt","Hedmark","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"hamaroy-kirkekontor.no","hamaroy-kirkekontor.no","http://www.hamaroy-kirkekontor.no","","Hamarøy Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"hamaroy.kommune.no","hamaroy.kommune.no","http://www.hamaroy.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"hammerfest-kulturskole.no","hammerfest-kulturskole.no","http://hammerfest-kulturskole.no","","Hammerfest Kommune","Finnmark","No","dotgov","No","No","No","","","","","","No"
"hammerfest.kommune.no","hammerfest.kommune.no","http://www.hammerfest.kommune.no","","","","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"hammerfestbarnehagen.no","hammerfestbarnehagen.no","http://hammerfestbarnehagen.no","","Hammerfest Kommune","Finnmark","No","dotgov","No","No","No","","","","","","No"
"hammerfestbarnehagene.no","hammerfestbarnehagene.no","http://hammerfestbarnehagene.no","","Hammerfest Kommune","Finnmark","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"hammerfestbibliotek.no","hammerfestbibliotek.no","http://hammerfestbibliotek.no","","Hammerfest Kommune","Finnmark","Yes","dotgov","No","No","No","","","","","","No"
"hammerfestkino.no","hammerfestkino.no","http://www.hammerfestkino.no","","Hammerfest Kommune","Finnmark","No","dotgov","No","No","No","","","","","","No"
"hammerfestkulturskole.no","hammerfestkulturskole.no","http://www.hammerfestkulturskole.no","","Hammerfest Kommune","Finnmark","No","dotgov","No","No","No","","","","","","No"
"hammerfestskolen.no","hammerfestskolen.no","http://hammerfestskolen.no","","Hammerfest Kommune","Finnmark","No","dotgov","No","No","No","","","","","","No"
"hammerfestvosenter.no","hammerfestvosenter.no","http://hammerfestvosenter.no","","Hammerfest Kommune","Finnmark","No","dotgov","No","No","No","","","","","","No"
"hamsun-selskapet.no","hamsun-selskapet.no","http://hamsun-selskapet.no","","Hamarøy Kommune","Nordland","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"hamsundagene.no","hamsundagene.no","http://hamsundagene.no","","Hamarøy Kommune","Nordland","Yes","dotgov","No","No","No","","","","","","No"
"hamsunibsen.no","hamsunibsen.no","http://hamsunibsen.no","","Grimstad Kommune","Aust-Agder","Yes","dotgov","No","No","No","No","Yes","Yes","No","Yes","No"
"hamsuniskolen.no","hamsuniskolen.no","http://hamsuniskolen.no","","Hamarøy Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"hamsunskole.no","hamsunskole.no","http://hamsunskole.no","","Hamarøy Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"hanakirke.no","hanakirke.no","http://hanakirke.no","","Hana Sokn","Rogaland","No","dotgov","No","No","No","","","","","","No"
"handlenett.no","handlenett.no","https://www.handlenett.no","","Nynorsk Kultursentrum","Møre og Romsdal","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"handverk-design.no","handverk-design.no","http://www.handverk-design.no","","Stiftelsen Akershusmuseet - Kulturhistorisk Kompetansesenter og Museer.","Akershus","No","dotgov","No","No","No","","","","","","No"
"handverkdesign.no","handverkdesign.no","http://handverkdesign.no","","Stiftelsen Akershusmuseet - Kulturhistorisk Kompetansesenter og Museer.","Akershus","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"handverkogdesign.no","handverkogdesign.no","http://handverkogdesign.no","","Stiftelsen Akershusmuseet - Kulturhistorisk Kompetansesenter og Museer.","Akershus","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"handverksinstituttet.no","handverksinstituttet.no","https://handverksinstituttet.no","","Stiftelsen Lillehammer Museum","Oppland","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"handverksnett.no","handverksnett.no","http://www.handverksnett.no","","Stiftelsen Lillehammer Museum","Oppland","No","dotgov","No","No","No","","","","","","No"
"hanseatiskmuseum.no","hanseatiskmuseum.no","http://hanseatiskmuseum.no","","Stiftelsen Museum Vest","Hordaland","No","dotgov","No","No","No","","","","","","No"
"hansgerhardsorensen.no","hansgerhardsorensen.no","http://hansgerhardsorensen.no","","Stokke Kommune","Vestfold","No","dotgov","No","No","No","","","","","","No"
"har-renovasjon.no","har-renovasjon.no","http://har-renovasjon.no","","Hægebostad og Åseral Renovasjonsselskap-Hår Iks","Vest-Agder","No","dotgov","No","No","No","","","","","","No"
"haram.kommune.no","haram.kommune.no","https://www.haram.kommune.no","","","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"haramfrivilligsentral.no","haramfrivilligsentral.no","http://www.haramfrivilligsentral.no","","Haram Kommune","Møre og Romsdal","No","dotgov","No","No","No","","","","","","No"
"haramsoyskule.no","haramsoyskule.no","http://haramsoyskule.no","","Haram Kommune","Møre og Romsdal","No","dotgov","No","No","No","","","","","","No"
"hardanger-berlin.no","hardanger-berlin.no","http://hardanger-berlin.no","","Hardangerrådet Iks","Hordaland","No","dotgov","No","No","No","","","","","","No"
"hardanger-matkulturfestival.no","hardanger-matkulturfestival.no","http://www.hardanger-matkulturfestival.no","","Eidfjord Kommune","Hordaland","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"hardangerbiblioteka.no","hardangerbiblioteka.no","http://hardangerbiblioteka.no","","Odda Kommune","Hordaland","No","dotgov","No","No","No","","","","","","No"
"hardangerfolkemuseum.no","hardangerfolkemuseum.no","http://hardangerfolkemuseum.no","","Stiftinga Hardanger og Voss Museum","Hordaland","No","dotgov","No","No","No","","","","","","No"
"hardangerlefsa.no","hardangerlefsa.no","http://hardangerlefsa.no","","Hardangerrådet Iks","Hordaland","No","dotgov","No","No","No","","","","","","No"
"hardangermeny.no","hardangermeny.no","http://hardangermeny.no","","Hardangerrådet Iks","Hordaland","No","dotgov","No","No","No","","","","","","No"
"hardangerogvossmuseum.no","hardangerogvossmuseum.no","http://hardangerogvossmuseum.no","","Stiftinga Hardanger og Voss Museum","Hordaland","No","dotgov","No","No","No","","","","","","No"
"hardangerpost.no","hardangerpost.no","http://hardangerpost.no","","Odda Kommune","Hordaland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"hardangerraadet.no","hardangerraadet.no","http://hardangerraadet.no","","Hardangerrådet Iks","Hordaland","Yes","dotgov","No","No","No","","","","","","No"
"hardangerviddanasjonalpark.no","hardangerviddanasjonalpark.no","http://hardangerviddanasjonalpark.no","","Vinje Kommune","Telemark","Yes","dotgov","No","No","No","","","","","","No"
"hardangerviddanp.no","hardangerviddanp.no","http://hardangerviddanp.no","","Vinje Kommune","Telemark","Yes","dotgov","No","No","No","","","","","","No"
"hardangerviddarute.no","hardangerviddarute.no","http://hardangerviddarute.no","","Vinje Kommune","Telemark","Yes","dotgov","No","No","No","","","","","","No"
"hardangervosskompetanseregion.no","hardangervosskompetanseregion.no","http://hardangervosskompetanseregion.no","","Kvam Kommune","Hordaland","No","dotgov","No","No","No","","","","","","No"
"hardbakke-skule.no","hardbakke-skule.no","http://hardbakke-skule.no","","Solund Kommune","Sogn og Fjordane","No","dotgov","No","No","No","","","","","","No"
"hardingfela.no","hardingfela.no","http://hardingfela.no","","Stiftinga Hardanger og Voss Museum","Hordaland","Yes","dotgov","No","No","No","","","","","","No"
"hareid.kommune.no","hareid.kommune.no","https://www.hareid.kommune.no","","","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"hareidskulen.no","hareidskulen.no","http://hareidskulen.no","","Hareid Kommune","Møre og Romsdal","No","dotgov","No","No","No","","","","","","No"
"hareidsstemna.no","hareidsstemna.no","https://hareidsstemna.no","","Hareid Kommune","Møre og Romsdal","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"harkollenbarnehage.no","harkollenbarnehage.no","http://harkollenbarnehage.no","","Nøtterøy Kommune","Vestfold","No","dotgov","No","No","No","","","","","","No"
"harlandskole.no","harlandskole.no","http://www.harlandskole.no","","Eidsberg Kommune","Østfold","No","dotgov","No","No","No","","","","","","No"
"harri.no","harri.no","http://harri.no","","Stord Kommune","Hordaland","No","dotgov","No","No","No","","","","","","No"
"harstad.kommune.no","harstad.kommune.no","http://harstad.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"harstadbibliotek.no","harstadbibliotek.no","http://www.harstadbibliotek.no","","Harstad Kommune","Troms","No","dotgov","No","No","No","","","","","","No"
"harstadkirke.no","harstadkirke.no","http://harstadkirke.no","","Harstad Sokn","Troms","No","dotgov","No","No","No","","","","","","No"
"harstadkulturskole.no","harstadkulturskole.no","https://www.harstadkulturskole.no","","Harstad Kommune","Troms","No","dotgov","No","Yes","No","No","Yes","Yes","No","No","No"
"harstadskolen.no","harstadskolen.no","http://harstadskolen.no","","Harstad Kommune","Troms","No","dotgov","No","No","No","","","","","","No"
"haslum-menighet.no","haslum-menighet.no","http://haslum-menighet.no","","Haslum Sokn","Akershus","No","dotgov","No","No","No","","","","","","No"
"haslumskole.no","haslumskole.no","http://haslumskole.no","","Bærum Kommune","Akershus","No","dotgov","No","No","No","","","","","","No"
"hasselvika.no","hasselvika.no","http://www.hasselvika.no","","Rissa Kommune","Sør-Trøndelag","Yes","dotgov","No","No","No","","","","","","No"
"hasvik.kommune.no","hasvik.kommune.no","http://www.hasvik.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"hattfjelldal-kommune.no","hattfjelldal-kommune.no","http://www.hattfjelldal-kommune.no","","Hattfjelldal Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"hattfjelldal.kommune.no","hattfjelldal.kommune.no","http://hattfjelldal.kommune.no","","","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"hattfjelldalvekst.no","hattfjelldalvekst.no","http://www.hattfjelldalvekst.no","","Hattfjelldal Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"hattnet.no","hattnet.no","http://hattnet.no","","Hattfjelldal Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"hattnett.no","hattnett.no","http://hattnett.no","","Hattfjelldal Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"haugalandportalen.no","haugalandportalen.no","http://haugalandportalen.no","","Bokn Kommune","Rogaland","No","dotgov","No","No","No","","","","","","No"
"haugalandporten.no","haugalandporten.no","http://haugalandporten.no","","Bokn Kommune","Rogaland","No","dotgov","No","No","No","","","","","","No"
"haugalandsloftet.no","haugalandsloftet.no","http://www.haugalandsloftet.no","","Tysvær Kommune","Rogaland","No","dotgov","No","No","No","","","","","","No"
"haugalandsportalen.no","haugalandsportalen.no","http://haugalandsportalen.no","","Bokn Kommune","Rogaland","No","dotgov","No","No","No","","","","","","No"
"haugarock.no","haugarock.no","http://www.haugarock.no","","Tønsberg Kommune","Vestfold","No","dotgov","No","No","No","","","","","","No"
"hauge-barnehage.no","hauge-barnehage.no","http://hauge-barnehage.no","","Kvinnherad Kommune","Hordaland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"haugesenteret.no","haugesenteret.no","http://www.haugesenteret.no","","Nynorsk Kultursentrum","Møre og Romsdal","No","dotgov","No","No","No","","","","","","No"
"haugesund-billedgalleri.no","haugesund-billedgalleri.no","http://haugesund-billedgalleri.no","","Haugesund Kultur og Festivalutvikling Kf","Rogaland","No","dotgov","No","No","No","","","","","","No"
"haugesund-brannvesen.no","haugesund-brannvesen.no","http://haugesund-brannvesen.no","","Haugesund Kommune","Rogaland","No","dotgov","No","No","No","","","","","","No"
