"Domain","Base Domain","URL","Branch","Agency","State","Redirect","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"arktiske.no","arktiske.no","http://www.arktiske.no","","Nordnorsk Opera og Symfoniorkester AS","Nordland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"arktiskkammerorkester.no","arktiskkammerorkester.no","http://arktiskkammerorkester.no","","Nordnorsk Opera og Symfoniorkester AS","Nordland","No","dotgov","No","No","No","","","","","","No"
"arktisksymfoniorkester.no","arktisksymfoniorkester.no","http://arktisksymfoniorkester.no","","Nordnorsk Opera og Symfoniorkester AS","Nordland","No","dotgov","No","No","No","","","","","","No"
"arnakyrkje.no","arnakyrkje.no","http://www.arnakyrkje.no","","Arna Sokn","Hordaland","No","dotgov","No","No","No","","","","","","No"
"arsrapport.elverum.no","arsrapport.elverum.no","http://arsrapport.elverum.no","","Elverum Kommune","Hedmark","No","dotgov","No","No","No","","","","","","No"
"art-vanes.no","art-vanes.no","http://www.art-vanes.no","","Stryn Kommune","Sogn og Fjordane","No","dotgov","No","No","No","","","","","","No"
"as-admin.no","as-admin.no","http://as-admin.no","","Ås Kommune","Akershus","No","dotgov","No","No","No","","","","","","No"
"as-skole.no","as-skole.no","http://as-skole.no","","Ås Kommune","Akershus","No","dotgov","No","No","No","","","","","","No"
"as-skolene.no","as-skolene.no","http://www.as-skolene.no","","Ås Kommune","Akershus","No","dotgov","No","No","No","","","","","","No"
"as.kommune.no","as.kommune.no","http://www.as.kommune.no","","","","No","dotgov","No","No","No","No","Yes","Yes","No","No","No"
"asen.gs.bu.no","asen.gs.bu.no","http://www.asen.gs.bu.no","","Nedre Eiker Kommune","Buskerud","Yes","dotgov","No","No","No","","","","","","No"
"aseral.kommune.no","aseral.kommune.no","http://www.aseral.kommune.no","","","","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"aseralbarnehage.no","aseralbarnehage.no","http://aseralbarnehage.no","","Åseral Kommune","Vest-Agder","No","dotgov","No","No","No","","","","","","No"
"aset.no","aset.no","http://aset.no","","Åfjord Kommune","Sør-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"asker.kommune.no","asker.kommune.no","https://www.asker.kommune.no","","","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"askerbadene.no","askerbadene.no","http://askerbadene.no","","Asker Kommune","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"askerdialogen.no","askerdialogen.no","http://askerdialogen.no","","Asker Kommune","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"askerkirkegard.no","askerkirkegard.no","http://askerkirkegard.no","","Asker Kirkelige Fellesråd","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"askerkommune.no","askerkommune.no","http://askerkommune.no","","Asker Kommune","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"askerkulturhus.no","askerkulturhus.no","https://askerkulturhus.no","","Asker Kommune","Akershus","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"askermenighet.no","askermenighet.no","http://askermenighet.no","","Asker Sokn","Akershus","No","dotgov","No","No","No","","","","","","No"
"askermuseum.no","askermuseum.no","http://askermuseum.no","","Stiftelsen Akershusmuseet - Kulturhistorisk Kompetansesenter og Museer.","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"askerskolen.no","askerskolen.no","http://www.askerskolen.no","","Asker Kommune","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"askim.kommune.no","askim.kommune.no","https://www.askim.kommune.no","","","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"askimbarnehagen.no","askimbarnehagen.no","http://askimbarnehagen.no","","Askim Kommune","Østfold","Yes","dotgov","No","No","No","","","","","","No"
"askimdrivhus.no","askimdrivhus.no","http://askimdrivhus.no","","Askim Kommune","Østfold","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"askimmenighet.no","askimmenighet.no","https://askimmenighet.no","","Askim Sokn","Østfold","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"askimskolen.no","askimskolen.no","http://askimskolen.no","","Askim Kommune","Østfold","No","dotgov","No","No","No","","","","","","No"
"askimungdomsskole.no","askimungdomsskole.no","http://www.askimungdomsskole.no","","Indre Østfold Data Iks","Østfold","No","dotgov","No","No","No","","","","","","No"
"askkirke.no","askkirke.no","http://askkirke.no","","Askøy Kirkelige Fellesråd","Hordaland","Yes","dotgov","No","No","No","","","","","","No"
"askom.no","askom.no","http://askom.no","","Ås Kommune","Akershus","No","dotgov","No","No","No","","","","","","No"
"askoy.kommune.no","askoy.kommune.no","https://askoy.kommune.no","","","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"askoyforum.no","askoyforum.no","http://askoyforum.no","","Askøyhallene Kf","Hordaland","No","dotgov","No","No","No","","","","","","No"
"askoyhallen.no","askoyhallen.no","http://askoyhallen.no","","Askøyhallene Kf","Hordaland","No","dotgov","No","No","No","","","","","","No"
"askoyhallene.no","askoyhallene.no","http://askoyhallene.no","","Askøyhallene Kf","Hordaland","No","dotgov","No","No","No","","","","","","No"
"askoykfu.no","askoykfu.no","http://askoykfu.no","","Askøy Kommune","Hordaland","No","dotgov","No","No","No","","","","","","No"
"askoykulturskole.no","askoykulturskole.no","http://askoykulturskole.no","","Askøy Kommune","Hordaland","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"askoyskolene.no","askoyskolene.no","http://www.askoyskolene.no","","Askøy Kommune","Hordaland","Yes","dotgov","No","No","No","","","","","","No"
"askoyterapibad.no","askoyterapibad.no","http://askoyterapibad.no","","Askøyhallene Kf","Hordaland","No","dotgov","No","No","No","","","","","","No"
"askulturhus.no","askulturhus.no","http://www.askulturhus.no","","Ås Kommune","Akershus","No","dotgov","No","No","No","","","","","","No"
"askvoll.kommune.no","askvoll.kommune.no","https://www.askvoll.kommune.no","","","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"askvolliutvikling.no","askvolliutvikling.no","http://askvolliutvikling.no","","Askvoll Kommune","Sogn og Fjordane","No","dotgov","No","No","No","","","","","","No"
"aslokalhistoriskearkiv.no","aslokalhistoriskearkiv.no","http://aslokalhistoriskearkiv.no","","Ås Kommune","Akershus","No","dotgov","No","No","No","","","","","","No"
"asnes.folkebibl.no","asnes.folkebibl.no","http://www.asnes.folkebibl.no","","Åsnes Kommune","Hedmark","Yes","dotgov","No","No","No","","","","","","No"
"asnes.kommune.no","asnes.kommune.no","https://www.asnes.kommune.no","","","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"aspolitiker.no","aspolitiker.no","http://aspolitiker.no","","Ås Kommune","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"astafjord-bygdebok.no","astafjord-bygdebok.no","http://astafjord-bygdebok.no","","Lavangen Kommune Loabága Suohkan","Troms","Yes","dotgov","No","No","No","","","","","","No"
"astruptunet.no","astruptunet.no","http://astruptunet.no","","Jølster Kommune","Sogn og Fjordane","Yes","dotgov","No","No","No","","","","","","No"
"atlantenidrettspark.no","atlantenidrettspark.no","http://atlantenidrettspark.no","","Kristiansund Kommune","Møre og Romsdal","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"atlanterhavsbadet.no","atlanterhavsbadet.no","http://www.atlanterhavsbadet.no","","Kristiansund Kommune","Møre og Romsdal","No","dotgov","No","No","No","","","","","","No"
"atp-samarbeidet.no","atp-samarbeidet.no","http://www.atp-samarbeidet.no","","Knutepunkt Sørlandet","Vest-Agder","No","dotgov","No","No","No","","","","","","No"
"audnedal.kommune.no","audnedal.kommune.no","http://www.audnedal.kommune.no","","","","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"aukra.kommune.no","aukra.kommune.no","http://www.aukra.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"aulestad.no","aulestad.no","https://aulestad.no","","Stiftelsen Lillehammer Museum","Oppland","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"aure.kommune.no","aure.kommune.no","http://www.aure.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"aureosenskule.no","aureosenskule.no","http://aureosenskule.no","","Fræna Kommune","Møre og Romsdal","No","dotgov","No","No","No","","","","","","No"
"aurland.kommune.no","aurland.kommune.no","http://www.aurland.kommune.no","","","","No","dotgov","No","No","No","No","Yes","Yes","No","No","No"
"aurlandshallen.no","aurlandshallen.no","http://www.aurlandshallen.no","","Aurland Kommune","Sogn og Fjordane","No","dotgov","No","No","No","","","","","","No"
"aurorabillett.no","aurorabillett.no","https://www.aurorabillett.no","","Aurora Kino Iks","Troms","No","dotgov","No","Yes","No","No","Yes","Yes","No","No","No"
"auroraborealis.alta.no","auroraborealis.alta.no","http://auroraborealis.alta.no","","Alta Kommune","Finnmark","No","dotgov","No","No","No","","","","","","No"
"aurorakino.no","aurorakino.no","https://www.aurorakino.no","","Aurora Kino Iks","Troms","No","dotgov","No","Yes","No","No","Yes","Yes","No","No","No"
"aurorasales.no","aurorasales.no","http://www.aurorasales.no","","Aurora Kino Iks","Troms","Yes","dotgov","No","No","No","No","Yes","No","No","No","No"
"aurskog-holand.folkebibl.no","aurskog-holand.folkebibl.no","http://www.aurskog-holand.folkebibl.no","","Aurskog-Høland Kommune","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"aurskog-holand.kommune.no","aurskog-holand.kommune.no","https://aurskog-holand.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"austagderfk.no","austagderfk.no","https://austagderfk.no","","Agder Ikt Driftssenter Iks","Aust-Agder","No","dotgov","No","Yes","No","No","No","Yes","No","No","No"
"austerdalen-barnehage.no","austerdalen-barnehage.no","http://austerdalen-barnehage.no","","Kvinesdal Kommune","Vest-Agder","No","dotgov","No","No","No","","","","","","No"
"austevoll.kommune.no","austevoll.kommune.no","https://www.austevoll.kommune.no","","","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"austevollbibliotek.no","austevollbibliotek.no","http://www.austevollbibliotek.no","","Austevoll Kommune","Hordaland","No","dotgov","No","No","No","","","","","","No"
"austrheim.kommune.no","austrheim.kommune.no","http://www.austrheim.kommune.no","","","","No","dotgov","No","No","No","No","Yes","Yes","No","No","No"
"austrheimidrettspark.no","austrheimidrettspark.no","http://austrheimidrettspark.no","","Austrheim Kommune","Hordaland","No","dotgov","No","No","No","","","","","","No"
"austrheimkirken.no","austrheimkirken.no","http://austrheimkirken.no","","Austrheim Sokn","Hordaland","No","dotgov","No","No","No","","","","","","No"
"austrheimkyrkja.no","austrheimkyrkja.no","http://austrheimkyrkja.no","","Austrheim Sokn","Hordaland","Yes","dotgov","No","No","No","","","","","","No"
"austrheimkystbarnehage.no","austrheimkystbarnehage.no","http://www.austrheimkystbarnehage.no","","Austrheim Kommune","Hordaland","Yes","dotgov","No","No","No","","","","","","No"
"austrheimlegekontor.no","austrheimlegekontor.no","http://austrheimlegekontor.no","","Austrheim Kommune","Hordaland","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"autunnale.no","autunnale.no","http://autunnale.no","","Bergen Domkirke Sokn","Hordaland","No","dotgov","No","No","No","","","","","","No"
"autunnalen.no","autunnalen.no","http://autunnalen.no","","Bergen Domkirke Sokn","Hordaland","No","dotgov","No","No","No","","","","","","No"
"avaldsneskirke.no","avaldsneskirke.no","http://www.avaldsneskirke.no","","Karmøy Kirkelig Fellesråd","Rogaland","No","dotgov","No","No","No","","","","","","No"
"averoy.kommune.no","averoy.kommune.no","http://www.averoy.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"avfallsforum.mr.no","avfallsforum.mr.no","http://www.avfallsforum.mr.no","","Nordmøre Interkommunale Renovasjonsselskap","Møre og Romsdal","No","dotgov","No","No","No","","","","","","No"
"avfallskort.no","avfallskort.no","http://avfallskort.no","","Romerike Avfallsforedling Iks","Akershus","No","dotgov","No","No","No","","","","","","No"
"avfallskortet.no","avfallskortet.no","http://avfallskortet.no","","Romerike Avfallsforedling Iks","Akershus","No","dotgov","No","No","No","","","","","","No"
"avfallstavanger.no","avfallstavanger.no","http://avfallstavanger.no","","Stavanger Kommune","Rogaland","No","dotgov","No","No","No","","","","","","No"
"avistegnerne.no","avistegnerne.no","http://avistegnerne.no","","Stiftelsen Akershusmuseet - Kulturhistorisk Kompetansesenter og Museer.","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"avistegnerneshus.no","avistegnerneshus.no","http://avistegnerneshus.no","","Stiftelsen Akershusmuseet - Kulturhistorisk Kompetansesenter og Museer.","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"avjovarre.no","avjovarre.no","http://avjovarre.no","","Porsanger Kommune","Finnmark","No","dotgov","No","No","No","","","","","","No"
"avsentralen.no","avsentralen.no","https://avsentralen.no","","Kristiansand Kommune","Vest-Agder","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"b-u-s.no","b-u-s.no","http://b-u-s.no","","Audnedal Kommune","Vest-Agder","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"baastadskole.no","baastadskole.no","http://www.baastadskole.no","","Trøgstad Kommune","Østfold","No","dotgov","No","No","No","","","","","","No"
"baatbygging.no","baatbygging.no","http://baatbygging.no","","Museet Kystens Arv","Sør-Trøndelag","Yes","dotgov","No","No","No","","","","","","No"
"backpackerservice.no","backpackerservice.no","http://www.backpackerservice.no","","Nordland Fylkeskommune","Nordland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"badebillett.no","badebillett.no","https://badebillett.no","","Oslo Kommune Bymiljøetaten","Oslo","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"badeland-ankerskogen.no","badeland-ankerskogen.no","http://badeland-ankerskogen.no","","Ankerskogen Svømmehall Hamar Kf","Hedmark","No","dotgov","No","No","No","","","","","","No"
"badeland-hamar.no","badeland-hamar.no","http://badeland-hamar.no","","Ankerskogen Svømmehall Hamar Kf","Hedmark","No","dotgov","No","No","No","","","","","","No"
"badeland-hedmark.no","badeland-hedmark.no","http://badeland-hedmark.no","","Ankerskogen Svømmehall Hamar Kf","Hedmark","No","dotgov","No","No","No","","","","","","No"
"badeland-innlandet.no","badeland-innlandet.no","http://badeland-innlandet.no","","Ankerskogen Svømmehall Hamar Kf","Hedmark","No","dotgov","No","No","No","","","","","","No"
"baerum.kommune.no","baerum.kommune.no","https://www.baerum.kommune.no","","","","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"baerumkf.no","baerumkf.no","http://baerumkf.no","","Bærum Kirkelige Fellesråd","Akershus","No","dotgov","No","No","No","","","","","","No"
"baerumkirken.no","baerumkirken.no","http://baerumkirken.no","","Bærum Kirkelige Fellesråd","Akershus","No","dotgov","No","No","No","","","","","","No"
"baerumkulturhus.no","baerumkulturhus.no","https://baerumkulturhus.no","","Bærum Kommune","Akershus","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"baerumsskolen.no","baerumsskolen.no","http://baerumsskolen.no","","Bærum Kommune","Akershus","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bakeribygget.no","bakeribygget.no","http://bakeribygget.no","","Rana Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"bakkaweb.no","bakkaweb.no","http://bakkaweb.no","","Oslo Kommune Utdanningsetaten","Oslo","No","dotgov","No","No","No","","","","","","No"
"bakkenteigenkulturhus.no","bakkenteigenkulturhus.no","http://bakkenteigenkulturhus.no","","Horten Kommune","Vestfold","No","dotgov","No","No","No","","","","","","No"
"balestrand.kommune.no","balestrand.kommune.no","https://www.balestrand.kommune.no","","","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ballangen.kommune.no","ballangen.kommune.no","http://www.ballangen.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"balnu.no","balnu.no","http://balnu.no","","Ballangen Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
